tau,delay,p,q,mean_final_epidemic_fraction,std_final_epidemic_fraction
2.0,0.0,0.0,0.0,0.897828,0.02389645364889922
2.0,0.0,0.0,0.05555555555555555,0.843196,0.030617715018366277
2.0,0.0,0.0,0.1111111111111111,0.773744,0.037483656612263064
2.0,0.0,0.0,0.16666666666666666,0.6929639999999999,0.04656358059767474
2.0,0.0,0.0,0.2222222222222222,0.604792,0.049211627737854986
2.0,0.0,0.0,0.2777777777777778,0.5206199999999999,0.048939654469143105
2.0,0.0,0.0,0.3333333333333333,0.447682,0.04471661914832239
2.0,0.0,0.0,0.38888888888888884,0.388978,0.0421979958969076
2.0,0.0,0.0,0.4444444444444444,0.34220999999999996,0.035701977008628656
2.0,0.0,0.0,0.5,0.30479999999999996,0.031378611098468616
2.0,0.0,0.1111111111111111,0.0,0.8946000000000001,0.023754168498225422
2.0,0.0,0.1111111111111111,0.05555555555555555,0.848414,0.030367135687445392
2.0,0.0,0.1111111111111111,0.1111111111111111,0.780824,0.03790369909137655
2.0,0.0,0.1111111111111111,0.16666666666666666,0.704414,0.047708561261426335
2.0,0.0,0.1111111111111111,0.2222222222222222,0.613638,0.05392330109332703
2.0,0.0,0.1111111111111111,0.2777777777777778,0.522304,0.056551673428246754
2.0,0.0,0.1111111111111111,0.3333333333333333,0.44034,0.05292506518701796
2.0,0.0,0.1111111111111111,0.38888888888888884,0.37458600000000003,0.046642487576185186
2.0,0.0,0.1111111111111111,0.4444444444444444,0.319762,0.0412912010307902
2.0,0.0,0.1111111111111111,0.5,0.283224,0.03324557655871594
2.0,0.0,0.2222222222222222,0.0,0.895518,0.023731498985276447
2.0,0.0,0.2222222222222222,0.05555555555555555,0.849356,0.03042730526700686
2.0,0.0,0.2222222222222222,0.1111111111111111,0.790916,0.0383111005434417
2.0,0.0,0.2222222222222222,0.16666666666666666,0.714194,0.046197237292579886
2.0,0.0,0.2222222222222222,0.2222222222222222,0.620788,0.05531530187247002
2.0,0.0,0.2222222222222222,0.2777777777777778,0.5213099999999999,0.06439611493901225
