beta,gamma,mean,std,median,min,max,q5,q95
0.4,0.1,0.7723369999999999,0.039733237486532125,0.776,0.573,0.873,0.70195,0.83
0.4,0.2,0.463703,0.06924334937329674,0.468,0.199,0.701,0.34485,0.568
0.4,0.3,0.282374,0.0518849898928021,0.281,0.124,0.495,0.19895000000000002,0.37
