tau,delay,p,q,prob_large,mean_R_inf,std_R_inf
4,0.0,0.3333333333333333,0.05555555555555555,1.0,0.8614279999999999,0.027747513655393075
4,0.0,0.3333333333333333,0.1111111111111111,1.0,0.8184239999999999,0.031887418425066344
4,0.0,0.3333333333333333,0.16666666666666666,1.0,0.767076,0.041436047205689504
4,0.0,0.3333333333333333,0.2222222222222222,1.0,0.707308,0.048078219567566645
4,0.0,0.3333333333333333,0.2777777777777778,1.0,0.6369760000000001,0.05534244817751674
4,0.0,0.3333333333333333,0.3333333333333333,1.0,0.5694000000000001,0.06067981674859088
4,0.0,0.3333333333333333,0.38888888888888884,0.988,0.5122720000000001,0.06358782637148876
4,0.0,0.3333333333333333,0.4444444444444444,0.936,0.45607600000000004,0.058200096468267695
4,0.0,0.3333333333333333,0.5,0.864,0.410472,0.05561594871081512
4,0.0,0.4444444444444444,0.0,1.0,0.896924,0.022245937853999715
4,0.0,0.4444444444444444,0.05555555555555555,1.0,0.864596,0.02833379607465263
4,0.0,0.4444444444444444,0.1111111111111111,1.0,0.8249839999999999,0.03347503631401912
4,0.0,0.4444444444444444,0.16666666666666666,1.0,0.7731399999999999,0.04411877451902126
4,0.0,0.4444444444444444,0.2222222222222222,1.0,0.7125039999999999,0.04800060642187211
4,0.0,0.4444444444444444,0.2777777777777778,1.0,0.645072,0.05223228563494619
4,0.0,0.4444444444444444,0.3333333333333333,0.996,0.5716800000000001,0.06594960958198359
4,0.0,0.4444444444444444,0.38888888888888884,0.964,0.497256,0.06828359290664901
4,0.0,0.4444444444444444,0.4444444444444444,0.868,0.43214400000000003,0.06997127396812847
4,0.0,0.4444444444444444,0.5,0.724,0.38208000000000003,0.06358052794792242
4,0.0,0.5555555555555556,0.0,1.0,0.896924,0.022245937853999715
4,0.0,0.5555555555555556,0.05555555555555555,1.0,0.8679880000000001,0.026732271008146933
4,0.0,0.5555555555555556,0.1111111111111111,1.0,0.8272999999999999,0.032984388421161775
4,0.0,0.5555555555555556,0.16666666666666666,1.0,0.787112,0.03963198497339902
4,0.0,0.5555555555555556,0.2222222222222222,1.0,0.726384,0.050595852648422514
4,0.0,0.5555555555555556,0.2777777777777778,1.0,0.654568,0.06581687336296908
4,0.0,0.5555555555555556,0.3333333333333333,0.992,0.5744960000000001,0.08288469990240449
4,0.0,0.5555555555555556,0.38888888888888884,0.916,0.482056,0.08736957499346185
4,0.0,0.5555555555555556,0.4444444444444444,0.708,0.397644,0.08156814767333774
4,0.0,0.5555555555555556,0.5,0.384,0.34413599999999994,0.05556946432584939
4,0.0,0.6666666666666666,0.0,1.0,0.896924,0.022245937853999715
4,0.0,0.6666666666666666,0.05555555555555555,1.0,0.8711720000000001,0.028857884990144703
4,0.0,0.6666666666666666,0.1111111111111111,1.0,0.83578,0.03356351648075951
4,0.0,0.6666666666666666,0.16666666666666666,1.0,0.795288,0.0433972619571964
4,0.0,0.6666666666666666,0.2222222222222222,1.0,0.743664,0.0509260340866159
4,0.0,0.6666666666666666,0.2777777777777778,0.996,0.669248,0.07503933704676284
4,0.0,0.6666666666666666,0.3333333333333333,0.96,0.571068,0.09947552914962751
4,0.0,0.6666666666666666,0.38888888888888884,0.804,0.454932,0.10601344621847018
4,0.0,0.6666666666666666,0.4444444444444444,0.38,0.354664,0.07388756725172045
4,0.0,0.6666666666666666,0.5,0.208,0.326424,0.03693993039830103
4,0.0,0.7777777777777777,0.0,1.0,0.896924,0.022245937853999715
4,0.0,0.7777777777777777,0.05555555555555555,1.0,0.8722960000000001,0.028479126154185724
4,0.0,0.7777777777777777,0.1111111111111111,1.0,0.8401199999999999,0.033915936711997316
4,0.0,0.7777777777777777,0.16666666666666666,1.0,0.8047799999999999,0.03901687926359409
4,0.0,0.7777777777777777,0.2222222222222222,1.0,0.753876,0.0488829088651286
4,0.0,0.7777777777777777,0.2777777777777778,0.988,0.683336,0.08816463642791175
4,0.0,0.7777777777777777,0.3333333333333333,0.848,0.550676,0.13965710670716064
4,0.0,0.7777777777777777,0.38888888888888884,0.496,0.39840000000000003,0.1183530217231652
4,0.0,0.7777777777777777,0.4444444444444444,0.208,0.32734800000000003,0.039610793425823874
4,0.0,0.7777777777777777,0.5,0.208,0.32439200000000007,0.0314229844509911
4,0.0,0.8888888888888888,0.0,1.0,0.896924,0.022245937853999715
4,0.0,0.8888888888888888,0.05555555555555555,1.0,0.8790640000000001,0.028068832205231875
4,0.0,0.8888888888888888,0.1111111111111111,1.0,0.850876,0.03297298127218562
4,0.0,0.8888888888888888,0.16666666666666666,1.0,0.8197000000000001,0.03856359166895165
4,0.0,0.8888888888888888,0.2222222222222222,1.0,0.779584,0.047002124877199826
4,0.0,0.8888888888888888,0.2777777777777778,0.952,0.6855880000000001,0.11965694880611974
4,0.0,0.8888888888888888,0.3333333333333333,0.644,0.511564,0.18050590970312025
4,0.0,0.8888888888888888,0.38888888888888884,0.216,0.344528,0.0818496099599895
4,0.0,0.8888888888888888,0.4444444444444444,0.208,0.32456399999999996,0.032021922460593925
4,0.0,0.8888888888888888,0.5,0.208,0.32439200000000007,0.0314229844509911
4,0.0,1.0,0.0,1.0,0.896924,0.022245937853999715
4,0.0,1.0,0.05555555555555555,1.0,0.87764,0.02640506218960577
4,0.0,1.0,0.1111111111111111,1.0,0.855836,0.02912045858900123
4,0.0,1.0,0.16666666666666666,1.0,0.8314760000000001,0.037842537634499
4,0.0,1.0,0.2222222222222222,0.988,0.7784719999999999,0.0812070165326651
4,0.0,1.0,0.2777777777777778,0.864,0.6796559999999999,0.17752923189353023
4,0.0,1.0,0.3333333333333333,0.332,0.41768,0.17635465818017795
4,0.0,1.0,0.38888888888888884,0.208,0.325712,0.04071693173755216
4,0.0,1.0,0.4444444444444444,0.208,0.32439200000000007,0.0314229844509911
4,0.0,1.0,0.5,0.208,0.32439200000000007,0.0314229844509911
4,0.5,0.0,0.0,1.0,0.896924,0.022245937853999715
4,0.5,0.0,0.05555555555555555,1.0,0.851452,0.02790560134355435
4,0.5,0.0,0.1111111111111111,1.0,0.8022360000000001,0.0336333332935309
4,0.5,0.0,0.16666666666666666,1.0,0.7408920000000001,0.040912193369031936
4,0.5,0.0,0.2222222222222222,1.0,0.6806639999999999,0.044158794145692036
4,0.5,0.0,0.2777777777777778,1.0,0.617004,0.044127826189114594
4,0.5,0.0,0.3333333333333333,1.0,0.5621759999999999,0.048673168515449367
4,0.5,0.0,0.38888888888888884,1.0,0.519796,0.04464103124573547
4,0.5,0.0,0.4444444444444444,1.0,0.48194000000000004,0.04388173683104667
4,0.5,0.0,0.5,0.988,0.452084,0.04112949654376739
4,0.5,0.1111111111111111,0.0,1.0,0.896924,0.022245937853999715
4,0.5,0.1111111111111111,0.05555555555555555,1.0,0.856784,0.029289740517771647
4,0.5,0.1111111111111111,0.1111111111111111,1.0,0.807624,0.034717139037828096
4,0.5,0.1111111111111111,0.16666666666666666,1.0,0.753416,0.04101291480403327
4,0.5,0.1111111111111111,0.2222222222222222,1.0,0.693136,0.04238082160789997
4,0.5,0.1111111111111111,0.2777777777777778,1.0,0.6317039999999999,0.047419858243390955
4,0.5,0.1111111111111111,0.3333333333333333,1.0,0.571908,0.048713278168067455
4,0.5,0.1111111111111111,0.38888888888888884,1.0,0.524244,0.051084783295393836
4,0.5,0.1111111111111111,0.4444444444444444,0.996,0.484956,0.04842916062036979
4,0.5,0.1111111111111111,0.5,0.98,0.450544,0.0437811285013464
4,0.5,0.2222222222222222,0.0,1.0,0.896924,0.022245937853999715
4,0.5,0.2222222222222222,0.05555555555555555,1.0,0.8610119999999999,0.03046051918329141
4,0.5,0.2222222222222222,0.1111111111111111,1.0,0.8129879999999999,0.033342145260951764
4,0.5,0.2222222222222222,0.16666666666666666,1.0,0.7616040000000001,0.04136932278234539
4,0.5,0.2222222222222222,0.2222222222222222,1.0,0.702876,0.04579582573355864
4,0.5,0.2222222222222222,0.2777777777777778,1.0,0.6398519999999999,0.049794337027417104
4,0.5,0.2222222222222222,0.3333333333333333,1.0,0.579188,0.054382926242219326
4,0.5,0.2222222222222222,0.38888888888888884,1.0,0.5289919999999999,0.053037305352328604
4,0.5,0.2222222222222222,0.4444444444444444,0.984,0.48362,0.05032181176146011
4,0.5,0.2222222222222222,0.5,0.96,0.447552,0.04890100745506664
4,0.5,0.3333333333333333,0.0,1.0,0.896924,0.022245937853999715
4,0.5,0.3333333333333333,0.05555555555555555,1.0,0.8653520000000001,0.028628279893115404
4,0.5,0.3333333333333333,0.1111111111111111,1.0,0.82062,0.036171329257313214
4,0.5,0.3333333333333333,0.16666666666666666,1.0,0.771028,0.03837527672152756
4,0.5,0.3333333333333333,0.2222222222222222,1.0,0.7166119999999999,0.04434944134700194
4,0.5,0.3333333333333333,0.2777777777777778,1.0,0.652704,0.05306562187423792
4,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5892560000000001,0.05538393254307373
4,0.5,0.3333333333333333,0.38888888888888884,0.992,0.5383640000000001,0.05856544329717292
4,0.5,0.3333333333333333,0.4444444444444444,0.984,0.48746000000000006,0.06084644244516627
4,0.5,0.3333333333333333,0.5,0.944,0.44205999999999995,0.05285579761355855
4,0.5,0.4444444444444444,0.0,1.0,0.896924,0.022245937853999715
4,0.5,0.4444444444444444,0.05555555555555555,1.0,0.867232,0.02666605501306558
4,0.5,0.4444444444444444,0.1111111111111111,1.0,0.8328679999999999,0.034119247768277246
4,0.5,0.4444444444444444,0.16666666666666666,1.0,0.787076,0.03799278921227703
4,0.5,0.4444444444444444,0.2222222222222222,1.0,0.730676,0.04635677757684668
4,0.5,0.4444444444444444,0.2777777777777778,1.0,0.6726040000000001,0.0491455422320798
4,0.5,0.4444444444444444,0.3333333333333333,1.0,0.608752,0.06101611558798038
4,0.5,0.4444444444444444,0.38888888888888884,0.992,0.5444959999999999,0.06658329614326106
4,0.5,0.4444444444444444,0.4444444444444444,0.968,0.48612,0.06590453117135163
4,0.5,0.4444444444444444,0.5,0.916,0.435284,0.06126474368898568
4,0.5,0.5555555555555556,0.0,1.0,0.896924,0.022245937853999715
4,0.5,0.5555555555555556,0.05555555555555555,1.0,0.8681,0.0282970828814278
4,0.5,0.5555555555555556,0.1111111111111111,1.0,0.835988,0.031980225064572675
4,0.5,0.5555555555555556,0.16666666666666666,1.0,0.797424,0.03681283694386268
4,0.5,0.5555555555555556,0.2222222222222222,1.0,0.7508520000000001,0.04409152237541279
4,0.5,0.5555555555555556,0.2777777777777778,1.0,0.6939399999999999,0.05624087967114969
4,0.5,0.5555555555555556,0.3333333333333333,0.996,0.623688,0.06418596426035936
4,0.5,0.5555555555555556,0.38888888888888884,0.992,0.55774,0.0717429061183979
4,0.5,0.5555555555555556,0.4444444444444444,0.968,0.48594800000000005,0.06942964206149382
4,0.5,0.5555555555555556,0.5,0.912,0.43438399999999994,0.06368424669499073
4,0.5,0.6666666666666666,0.0,1.0,0.896924,0.022245937853999715
4,0.5,0.6666666666666666,0.05555555555555555,1.0,0.8714400000000001,0.027092256484940194
4,0.5,0.6666666666666666,0.1111111111111111,1.0,0.846552,0.03193918820151646
4,0.5,0.6666666666666666,0.16666666666666666,1.0,0.807504,0.03988792008459074
4,0.5,0.6666666666666666,0.2222222222222222,1.0,0.765992,0.04725747572657889
4,0.5,0.6666666666666666,0.2777777777777778,1.0,0.7118479999999999,0.05320733953055423
4,0.5,0.6666666666666666,0.3333333333333333,0.996,0.65034,0.07118024239654235
4,0.5,0.6666666666666666,0.38888888888888884,0.992,0.5767279999999999,0.08010945083103367
4,0.5,0.6666666666666666,0.4444444444444444,0.972,0.487332,0.07605449969393514
4,0.5,0.6666666666666666,0.5,0.928,0.43181200000000003,0.05978012470074772
4,0.5,0.7777777777777777,0.0,1.0,0.896924,0.022245937853999715
4,0.5,0.7777777777777777,0.05555555555555555,1.0,0.8780119999999999,0.025947813242124928
4,0.5,0.7777777777777777,0.1111111111111111,1.0,0.8528199999999999,0.03125532243831267
4,0.5,0.7777777777777777,0.16666666666666666,1.0,0.821772,0.036572423829149665
4,0.5,0.7777777777777777,0.2222222222222222,1.0,0.7843760000000001,0.044207554280028746
4,0.5,0.7777777777777777,0.2777777777777778,1.0,0.74194,0.05228958983219584
4,0.5,0.7777777777777777,0.3333333333333333,0.996,0.6753279999999999,0.0780876632291835
4,0.5,0.7777777777777777,0.38888888888888884,0.988,0.582456,0.08768641682027561
4,0.5,0.7777777777777777,0.4444444444444444,0.972,0.496948,0.08107932364599231
4,0.5,0.7777777777777777,0.5,0.916,0.43457999999999997,0.06258548852165312
4,0.5,0.8888888888888888,0.0,1.0,0.896924,0.022245937853999715
4,0.5,0.8888888888888888,0.05555555555555555,1.0,0.8783520000000001,0.028708129909340446
4,0.5,0.8888888888888888,0.1111111111111111,1.0,0.8596800000000001,0.029356717586778675
4,0.5,0.8888888888888888,0.16666666666666666,1.0,0.834628,0.03725848082751492
4,0.5,0.8888888888888888,0.2222222222222222,1.0,0.80544,0.04147944766162217
4,0.5,0.8888888888888888,0.2777777777777778,1.0,0.76468,0.0514733291565431
4,0.5,0.8888888888888888,0.3333333333333333,1.0,0.695084,0.08188053880219738
4,0.5,0.8888888888888888,0.38888888888888884,0.984,0.585948,0.09768941695362378
4,0.5,0.8888888888888888,0.4444444444444444,0.964,0.49178,0.08186709034726782
4,0.5,0.8888888888888888,0.5,0.916,0.4319160000000001,0.06311305709521299
4,0.5,1.0,0.0,1.0,0.896924,0.022245937853999715
4,0.5,1.0,0.05555555555555555,1.0,0.8839880000000001,0.025301472566951998
4,0.5,1.0,0.1111111111111111,1.0,0.8661680000000002,0.027802584607251424
4,0.5,1.0,0.16666666666666666,1.0,0.848356,0.033457958754473695
4,0.5,1.0,0.2222222222222222,1.0,0.825996,0.035927582003168194
4,0.5,1.0,0.2777777777777778,1.0,0.788096,0.05871022351670554
4,0.5,1.0,0.3333333333333333,0.996,0.7032999999999999,0.09072511330794224
4,0.5,1.0,0.38888888888888884,0.98,0.584208,0.0941092500222961
4,0.5,1.0,0.4444444444444444,0.952,0.491952,0.08091354461900212
4,0.5,1.0,0.5,0.904,0.431224,0.0629456786271411
4,1.0,0.0,0.0,1.0,0.896924,0.022245937853999715
4,1.0,0.0,0.05555555555555555,1.0,0.851452,0.02790560134355435
4,1.0,0.0,0.1111111111111111,1.0,0.8022360000000001,0.0336333332935309
4,1.0,0.0,0.16666666666666666,1.0,0.7408920000000001,0.040912193369031936
4,1.0,0.0,0.2222222222222222,1.0,0.6806639999999999,0.044158794145692036
4,1.0,0.0,0.2777777777777778,1.0,0.617004,0.044127826189114594
4,1.0,0.0,0.3333333333333333,1.0,0.5621759999999999,0.048673168515449367
4,1.0,0.0,0.38888888888888884,1.0,0.519796,0.04464103124573547
4,1.0,0.0,0.4444444444444444,1.0,0.48194000000000004,0.04388173683104667
4,1.0,0.0,0.5,0.988,0.452084,0.04112949654376739
4,1.0,0.1111111111111111,0.0,1.0,0.896924,0.022245937853999715
4,1.0,0.1111111111111111,0.05555555555555555,1.0,0.85802,0.030403636698559482
4,1.0,0.1111111111111111,0.1111111111111111,1.0,0.806816,0.03441720966733271
4,1.0,0.1111111111111111,0.16666666666666666,1.0,0.753268,0.03852621513998033
4,1.0,0.1111111111111111,0.2222222222222222,1.0,0.6919440000000001,0.04449571144896322
4,1.0,0.1111111111111111,0.2777777777777778,1.0,0.628456,0.05011673184920361
4,1.0,0.1111111111111111,0.3333333333333333,1.0,0.5771839999999999,0.04848961864632328
4,1.0,0.1111111111111111,0.38888888888888884,1.0,0.52954,0.047743377765737595
4,1.0,0.1111111111111111,0.4444444444444444,0.992,0.48597199999999996,0.04607462098373876
4,1.0,0.1111111111111111,0.5,0.984,0.45498400000000006,0.04506452027872712
4,1.0,0.2222222222222222,0.0,1.0,0.896924,0.022245937853999715
4,1.0,0.2222222222222222,0.05555555555555555,1.0,0.86136,0.027391230678308145
4,1.0,0.2222222222222222,0.1111111111111111,1.0,0.8168040000000001,0.033106824543065155
4,1.0,0.2222222222222222,0.16666666666666666,1.0,0.764512,0.03764463214479947
4,1.0,0.2222222222222222,0.2222222222222222,1.0,0.7089960000000001,0.042382793545907516
4,1.0,0.2222222222222222,0.2777777777777778,1.0,0.650732,0.048154914173281875
4,1.0,0.2222222222222222,0.3333333333333333,1.0,0.5928479999999999,0.050182167107273586
4,1.0,0.2222222222222222,0.38888888888888884,1.0,0.5394880000000001,0.052203973752023965
4,1.0,0.2222222222222222,0.4444444444444444,0.996,0.498048,0.04919739046855699
4,1.0,0.2222222222222222,0.5,0.984,0.462676,0.046603460753648636
4,1.0,0.3333333333333333,0.0,1.0,0.896924,0.022245937853999715
4,1.0,0.3333333333333333,0.05555555555555555,1.0,0.8656719999999999,0.026630832147785666
4,1.0,0.3333333333333333,0.1111111111111111,1.0,0.824664,0.033859251314794205
4,1.0,0.3333333333333333,0.16666666666666666,1.0,0.7765040000000001,0.036610864584471235
4,1.0,0.3333333333333333,0.2222222222222222,1.0,0.7238879999999999,0.04399885285105553
4,1.0,0.3333333333333333,0.2777777777777778,1.0,0.670104,0.05143722715455604
4,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6112960000000001,0.05655668855299364
4,1.0,0.3333333333333333,0.38888888888888884,1.0,0.556464,0.055927095975537904
4,1.0,0.3333333333333333,0.4444444444444444,0.984,0.50344,0.05569190924200822
4,1.0,0.3333333333333333,0.5,0.976,0.467388,0.052554556239455624
4,1.0,0.4444444444444444,0.0,1.0,0.896924,0.022245937853999715
4,1.0,0.4444444444444444,0.05555555555555555,1.0,0.8669880000000001,0.028350287674818765
4,1.0,0.4444444444444444,0.1111111111111111,1.0,0.835428,0.031998569496138364
4,1.0,0.4444444444444444,0.16666666666666666,1.0,0.791936,0.03798810720681705
4,1.0,0.4444444444444444,0.2222222222222222,1.0,0.743948,0.04318877605941203
4,1.0,0.4444444444444444,0.2777777777777778,1.0,0.6898200000000001,0.05082890822796201
4,1.0,0.4444444444444444,0.3333333333333333,1.0,0.63158,0.05602842436968394
4,1.0,0.4444444444444444,0.38888888888888884,1.0,0.572408,0.06156781561561783
4,1.0,0.4444444444444444,0.4444444444444444,0.992,0.522176,0.060657781775793944
4,1.0,0.4444444444444444,0.5,0.972,0.47537599999999997,0.05799005094007187
4,1.0,0.5555555555555556,0.0,1.0,0.896924,0.022245937853999715
4,1.0,0.5555555555555556,0.05555555555555555,1.0,0.872984,0.02660675518898815
4,1.0,0.5555555555555556,0.1111111111111111,1.0,0.8446359999999999,0.03202119503901919
4,1.0,0.5555555555555556,0.16666666666666666,1.0,0.806056,0.03629194518265121
4,1.0,0.5555555555555556,0.2222222222222222,1.0,0.762728,0.0422597392116058
4,1.0,0.5555555555555556,0.2777777777777778,1.0,0.7141759999999999,0.0524925795482611
4,1.0,0.5555555555555556,0.3333333333333333,1.0,0.657788,0.058690727222001506
4,1.0,0.5555555555555556,0.38888888888888884,0.996,0.595448,0.06981184764987358
4,1.0,0.5555555555555556,0.4444444444444444,0.996,0.537044,0.06739640320268311
4,1.0,0.5555555555555556,0.5,0.972,0.474484,0.061660309104605564
4,1.0,0.6666666666666666,0.0,1.0,0.896924,0.022245937853999715
4,1.0,0.6666666666666666,0.05555555555555555,1.0,0.876244,0.02523083120655153
4,1.0,0.6666666666666666,0.1111111111111111,1.0,0.851136,0.0310780450404162
4,1.0,0.6666666666666666,0.16666666666666666,1.0,0.81828,0.037932851261397095
4,1.0,0.6666666666666666,0.2222222222222222,1.0,0.784424,0.043083045612829066
4,1.0,0.6666666666666666,0.2777777777777778,1.0,0.742936,0.04626304118753628
4,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6873319999999998,0.06056346679344042
4,1.0,0.6666666666666666,0.38888888888888884,0.996,0.6129479999999999,0.07600603241753527
4,1.0,0.6666666666666666,0.4444444444444444,0.988,0.535648,0.07584683954043892
4,1.0,0.6666666666666666,0.5,0.972,0.47652799999999995,0.0637741466672235
4,1.0,0.7777777777777777,0.0,1.0,0.896924,0.022245937853999715
4,1.0,0.7777777777777777,0.05555555555555555,1.0,0.8793399999999999,0.027507290015849718
4,1.0,0.7777777777777777,0.1111111111111111,1.0,0.859212,0.030151409352529034
4,1.0,0.7777777777777777,0.16666666666666666,1.0,0.832828,0.03542816727047248
4,1.0,0.7777777777777777,0.2222222222222222,1.0,0.805928,0.03999290619828393
4,1.0,0.7777777777777777,0.2777777777777778,1.0,0.765648,0.05098621847024529
4,1.0,0.7777777777777777,0.3333333333333333,1.0,0.708644,0.06861303270536956
4,1.0,0.7777777777777777,0.38888888888888884,1.0,0.625608,0.07746732914162816
4,1.0,0.7777777777777777,0.4444444444444444,0.996,0.5373879999999999,0.0728328494005777
4,1.0,0.7777777777777777,0.5,0.976,0.477032,0.06223771451807764
4,1.0,0.8888888888888888,0.0,1.0,0.896924,0.022245937853999715
4,1.0,0.8888888888888888,0.05555555555555555,1.0,0.883788,0.02639807739135258
4,1.0,0.8888888888888888,0.1111111111111111,1.0,0.86598,0.028127285270833163
4,1.0,0.8888888888888888,0.16666666666666666,1.0,0.8475199999999999,0.031739805623919266
4,1.0,0.8888888888888888,0.2222222222222222,1.0,0.824412,0.03710716944333512
4,1.0,0.8888888888888888,0.2777777777777778,1.0,0.7980720000000001,0.04491109933383389
4,1.0,0.8888888888888888,0.3333333333333333,1.0,0.720768,0.07527301163846506
4,1.0,0.8888888888888888,0.38888888888888884,1.0,0.62496,0.08050866400530865
4,1.0,0.8888888888888888,0.4444444444444444,0.996,0.54032,0.07362153299464722
4,1.0,0.8888888888888888,0.5,0.976,0.476112,0.06343319744544344
4,1.0,1.0,0.0,1.0,0.896924,0.022245937853999715
4,1.0,1.0,0.05555555555555555,1.0,0.885328,0.02498956440831392
4,1.0,1.0,0.1111111111111111,1.0,0.874208,0.02947704736375645
4,1.0,1.0,0.16666666666666666,1.0,0.8617,0.031020559318000806
4,1.0,1.0,0.2222222222222222,1.0,0.8454280000000001,0.037131655705363954
4,1.0,1.0,0.2777777777777778,1.0,0.8111320000000001,0.05452528406537319
4,1.0,1.0,0.3333333333333333,1.0,0.720896,0.07761022207339137
4,1.0,1.0,0.38888888888888884,1.0,0.621896,0.07615934721801847
4,1.0,1.0,0.4444444444444444,0.996,0.538,0.07114654823180958
4,1.0,1.0,0.5,0.972,0.47671199999999997,0.06150388579489499
6,0.0,0.0,0.0,1.0,0.895412,0.02396018819779797
6,0.0,0.0,0.05555555555555555,1.0,0.86314,0.025708756497399298
6,0.0,0.0,0.1111111111111111,1.0,0.822624,0.03636796860648458
6,0.0,0.0,0.16666666666666666,1.0,0.7791039999999999,0.03995717064487644
6,0.0,0.0,0.2222222222222222,1.0,0.7364360000000001,0.04235030219945948
6,0.0,0.0,0.2777777777777778,1.0,0.698428,0.04809258156521052
6,0.0,0.0,0.3333333333333333,1.0,0.664388,0.0484790918374254
6,0.0,0.0,0.38888888888888884,1.0,0.632964,0.04901981715485669
6,0.0,0.0,0.4444444444444444,1.0,0.6040599999999999,0.04648798696143886
6,0.0,0.0,0.5,1.0,0.58072,0.046669753196838464
6,0.0,0.1111111111111111,0.0,1.0,0.895412,0.02396018819779797
6,0.0,0.1111111111111111,0.05555555555555555,1.0,0.8647279999999999,0.028298431420902728
6,0.0,0.1111111111111111,0.1111111111111111,1.0,0.82652,0.03576779193295324
6,0.0,0.1111111111111111,0.16666666666666666,1.0,0.7859480000000001,0.03973912541002147
6,0.0,0.1111111111111111,0.2222222222222222,1.0,0.742636,0.04305837431201478
6,0.0,0.1111111111111111,0.2777777777777778,1.0,0.699356,0.04599534270119969
6,0.0,0.1111111111111111,0.3333333333333333,1.0,0.664332,0.04719120485070333
6,0.0,0.1111111111111111,0.38888888888888884,1.0,0.631876,0.05032022579935422
6,0.0,0.1111111111111111,0.4444444444444444,1.0,0.6015119999999999,0.050466994423131815
6,0.0,0.1111111111111111,0.5,1.0,0.5762639999999999,0.04837606099206954
6,0.0,0.2222222222222222,0.0,1.0,0.895412,0.02396018819779797
6,0.0,0.2222222222222222,0.05555555555555555,1.0,0.86588,0.029870833042730287
6,0.0,0.2222222222222222,0.1111111111111111,1.0,0.8317439999999999,0.03376814496619306
6,0.0,0.2222222222222222,0.16666666666666666,1.0,0.790572,0.040648419304665125
6,0.0,0.2222222222222222,0.2222222222222222,1.0,0.75178,0.04245587834947834
6,0.0,0.2222222222222222,0.2777777777777778,1.0,0.7084320000000001,0.04729134446221819
6,0.0,0.2222222222222222,0.3333333333333333,1.0,0.6685399999999999,0.04945689372928101
6,0.0,0.2222222222222222,0.38888888888888884,1.0,0.632676,0.051600362534139424
6,0.0,0.2222222222222222,0.4444444444444444,1.0,0.597368,0.050488463193710406
6,0.0,0.2222222222222222,0.5,1.0,0.572044,0.050703742881257535
6,0.0,0.3333333333333333,0.0,1.0,0.895412,0.02396018819779797
6,0.0,0.3333333333333333,0.05555555555555555,1.0,0.8684679999999999,0.028070639808830667
6,0.0,0.3333333333333333,0.1111111111111111,1.0,0.8352280000000001,0.03298082709428757
6,0.0,0.3333333333333333,0.16666666666666666,1.0,0.7948959999999999,0.03927594152059652
6,0.0,0.3333333333333333,0.2222222222222222,1.0,0.754644,0.04305853473650279
6,0.0,0.3333333333333333,0.2777777777777778,1.0,0.7151400000000001,0.04946054774395984
6,0.0,0.3333333333333333,0.3333333333333333,1.0,0.671608,0.052692850387198745
6,0.0,0.3333333333333333,0.38888888888888884,1.0,0.632948,0.05218842614309398
6,0.0,0.3333333333333333,0.4444444444444444,1.0,0.597404,0.054190730990651956
6,0.0,0.3333333333333333,0.5,1.0,0.565776,0.05429909197729031
6,0.0,0.4444444444444444,0.0,1.0,0.895412,0.02396018819779797
6,0.0,0.4444444444444444,0.05555555555555555,1.0,0.873404,0.030146509451817387
6,0.0,0.4444444444444444,0.1111111111111111,1.0,0.8374320000000001,0.03176528781610769
6,0.0,0.4444444444444444,0.16666666666666666,1.0,0.8040919999999999,0.03836240650600176
6,0.0,0.4444444444444444,0.2222222222222222,1.0,0.761856,0.04509894592664867
6,0.0,0.4444444444444444,0.2777777777777778,1.0,0.719024,0.049609877886724794
6,0.0,0.4444444444444444,0.3333333333333333,1.0,0.674832,0.05399631639972264
6,0.0,0.4444444444444444,0.38888888888888884,1.0,0.634196,0.05622328534745228
6,0.0,0.4444444444444444,0.4444444444444444,1.0,0.588196,0.06077912463969738
6,0.0,0.4444444444444444,0.5,1.0,0.556328,0.05827062966130104
6,0.0,0.5555555555555556,0.0,1.0,0.895412,0.02396018819779797
6,0.0,0.5555555555555556,0.05555555555555555,1.0,0.8714120000000001,0.03002104777047178
6,0.0,0.5555555555555556,0.1111111111111111,1.0,0.843296,0.030345936919960168
6,0.0,0.5555555555555556,0.16666666666666666,1.0,0.8079400000000001,0.03865853501255922
6,0.0,0.5555555555555556,0.2222222222222222,1.0,0.773568,0.04711233026130847
6,0.0,0.5555555555555556,0.2777777777777778,1.0,0.7231279999999999,0.052473588843383066
6,0.0,0.5555555555555556,0.3333333333333333,1.0,0.6770280000000001,0.059029187661562246
6,0.0,0.5555555555555556,0.38888888888888884,1.0,0.6271800000000001,0.06507039438100555
6,0.0,0.5555555555555556,0.4444444444444444,0.996,0.580644,0.0667282842554693
6,0.0,0.5555555555555556,0.5,0.996,0.5356879999999999,0.067352625491829
6,0.0,0.6666666666666666,0.0,1.0,0.895412,0.02396018819779797
6,0.0,0.6666666666666666,0.05555555555555555,1.0,0.8766,0.02763008662214054
6,0.0,0.6666666666666666,0.1111111111111111,1.0,0.8466959999999999,0.03318821196832723
6,0.0,0.6666666666666666,0.16666666666666666,1.0,0.81658,0.039254340051151096
6,0.0,0.6666666666666666,0.2222222222222222,1.0,0.7782,0.04469980189169329
6,0.0,0.6666666666666666,0.2777777777777778,1.0,0.736068,0.05269628992526465
