tau,delay,p,q,prob_large,mean_R_inf,std_R_inf
2,0.0,0.8888888888888888,0.4444444444444444,0.0,0.17728,0.017199327529583232
2,0.0,0.8888888888888888,0.5,0.0,0.17728,0.017199327529583232
2,0.0,1.0,0.0,1.0,0.8944000000000001,0.022963739532866467
2,0.0,1.0,0.05555555555555555,1.0,0.873544,0.026789827236723563
2,0.0,1.0,0.1111111111111111,1.0,0.842532,0.03160335526897465
2,0.0,1.0,0.16666666666666666,0.96,0.77852,0.1371330722986702
2,0.0,1.0,0.2222222222222222,0.284,0.339216,0.2707002101200442
2,0.0,1.0,0.2777777777777778,0.0,0.17728,0.017199327529583232
2,0.0,1.0,0.3333333333333333,0.0,0.17728,0.017199327529583232
2,0.0,1.0,0.38888888888888884,0.0,0.17728,0.017199327529583232
2,0.0,1.0,0.4444444444444444,0.0,0.17728,0.017199327529583232
2,0.0,1.0,0.5,0.0,0.17728,0.017199327529583232
2,0.5,0.0,0.0,1.0,0.8944000000000001,0.022963739532866467
2,0.5,0.0,0.05555555555555555,1.0,0.846624,0.030889013396260778
2,0.5,0.0,0.1111111111111111,1.0,0.778552,0.04107441693935082
2,0.5,0.0,0.16666666666666666,1.0,0.7019000000000001,0.046326781484697634
2,0.5,0.0,0.2222222222222222,1.0,0.60918,0.049672457278135476
2,0.5,0.0,0.2777777777777778,1.0,0.525016,0.052183255096341
2,0.5,0.0,0.3333333333333333,0.972,0.45220799999999994,0.05024786690511405
2,0.5,0.0,0.38888888888888884,0.824,0.391792,0.04239682415930681
2,0.5,0.0,0.4444444444444444,0.428,0.345368,0.037733377893171924
2,0.5,0.0,0.5,0.1,0.30964800000000003,0.032831627419854535
2,0.5,0.1111111111111111,0.0,1.0,0.8944000000000001,0.022963739532866467
2,0.5,0.1111111111111111,0.05555555555555555,1.0,0.849076,0.03189399837790993
2,0.5,0.1111111111111111,0.1111111111111111,1.0,0.783332,0.03797449175560334
2,0.5,0.1111111111111111,0.16666666666666666,1.0,0.711496,0.04784456493243822
2,0.5,0.1111111111111111,0.2222222222222222,1.0,0.618812,0.05269965531844331
2,0.5,0.1111111111111111,0.2777777777777778,0.996,0.5331760000000001,0.05403145952566797
2,0.5,0.1111111111111111,0.3333333333333333,0.968,0.453028,0.05087297370721769
2,0.5,0.1111111111111111,0.38888888888888884,0.804,0.388064,0.04801350947774467
2,0.5,0.1111111111111111,0.4444444444444444,0.356,0.33574400000000004,0.04206523982585176
2,0.5,0.1111111111111111,0.5,0.076,0.29417999999999994,0.03697523864821387
2,0.5,0.2222222222222222,0.0,1.0,0.8944000000000001,0.022963739532866467
2,0.5,0.2222222222222222,0.05555555555555555,1.0,0.8554559999999999,0.03122441223912332
2,0.5,0.2222222222222222,0.1111111111111111,1.0,0.7962080000000001,0.0391205111619761
2,0.5,0.2222222222222222,0.16666666666666666,1.0,0.7239200000000001,0.0464202213242372
2,0.5,0.2222222222222222,0.2222222222222222,1.0,0.636236,0.052215381721801235
