beta,gamma,mean,std,median,min,max,q5,q95
0.4,0.1,0.190691,0.016847829782152015,0.19,0.139,0.241,0.16295,0.21904999999999997
0.4,0.2,0.17762099999999997,0.017270484319457536,0.177,0.132,0.231,0.15,0.20604999999999996
0.4,0.3,0.166053,0.016401133747036764,0.166,0.117,0.216,0.14,0.194
