tau,delay,p,q,mean_final_epidemic_fraction,std_final_epidemic_fraction
2.0,0.0,0.0,0.0,0.985904,0.005724362029194401
2.0,0.0,0.0,0.05555555555555555,0.971254,0.008545380685617481
2.0,0.0,0.0,0.1111111111111111,0.946222,0.013495813794653486
2.0,0.0,0.0,0.16666666666666666,0.908864,0.01896039284914709
2.0,0.0,0.0,0.2222222222222222,0.8522860000000001,0.025554456842771262
2.0,0.0,0.0,0.2777777777777778,0.7760119999999999,0.03237288778789212
2.0,0.0,0.0,0.3333333333333333,0.682866,0.04079328656111091
2.0,0.0,0.0,0.38888888888888884,0.5821580000000001,0.04237239520904502
2.0,0.0,0.0,0.4444444444444444,0.494506,0.03984551787327123
2.0,0.0,0.0,0.5,0.423028,0.03801981362996029
2.0,0.0,0.1111111111111111,0.0,0.985904,0.005724362029194401
2.0,0.0,0.1111111111111111,0.05555555555555555,0.972804,0.00869832775949627
2.0,0.0,0.1111111111111111,0.1111111111111111,0.949942,0.012109000445270727
2.0,0.0,0.1111111111111111,0.16666666666666666,0.915384,0.01780816682343306
2.0,0.0,0.1111111111111111,0.2222222222222222,0.863636,0.0258165158179402
2.0,0.0,0.1111111111111111,0.2777777777777778,0.7924680000000001,0.03354363317610821
2.0,0.0,0.1111111111111111,0.3333333333333333,0.7006140000000001,0.04208647700977343
2.0,0.0,0.1111111111111111,0.38888888888888884,0.5950120000000001,0.044926747949998874
2.0,0.0,0.1111111111111111,0.4444444444444444,0.49006800000000006,0.046606993033226275
2.0,0.0,0.1111111111111111,0.5,0.40536199999999994,0.042230911139962655
2.0,0.0,0.2222222222222222,0.0,0.985904,0.005724362029194401
2.0,0.0,0.2222222222222222,0.05555555555555555,0.973576,0.008265643697345226
2.0,0.0,0.2222222222222222,0.1111111111111111,0.95426,0.012356446233729735
2.0,0.0,0.2222222222222222,0.16666666666666666,0.9243420000000001,0.01681137354772422
2.0,0.0,0.2222222222222222,0.2222222222222222,0.878608,0.024718745290517385
2.0,0.0,0.2222222222222222,0.2777777777777778,0.8110640000000001,0.03334696303845035
2.0,0.0,0.2222222222222222,0.3333333333333333,0.720684,0.04008518164577968
2.0,0.0,0.2222222222222222,0.38888888888888884,0.607702,0.054597609782736624
2.0,0.0,0.2222222222222222,0.4444444444444444,0.48260400000000003,0.058709119439920236
2.0,0.0,0.2222222222222222,0.5,0.37632800000000005,0.05229092749413031
2.0,0.0,0.3333333333333333,0.0,0.985904,0.005724362029194401
2.0,0.0,0.3333333333333333,0.05555555555555555,0.975146,0.008320525601942783
2.0,0.0,0.3333333333333333,0.1111111111111111,0.957378,0.011914488073438345
2.0,0.0,0.3333333333333333,0.16666666666666666,0.9305820000000001,0.016548564468616078
2.0,0.0,0.3333333333333333,0.2222222222222222,0.891124,0.023320813551190277
2.0,0.0,0.3333333333333333,0.2777777777777778,0.833346,0.02975858583437262
2.0,0.0,0.3333333333333333,0.3333333333333333,0.7442679999999999,0.04430374498436085
2.0,0.0,0.3333333333333333,0.38888888888888884,0.6208859999999999,0.06664530138271403
2.0,0.0,0.3333333333333333,0.4444444444444444,0.457906,0.08381727647490907
2.0,0.0,0.3333333333333333,0.5,0.314224,0.08354522987501879
2.0,0.0,0.4444444444444444,0.0,0.985904,0.005724362029194401
2.0,0.0,0.4444444444444444,0.05555555555555555,0.9756279999999999,0.008593095984404836
2.0,0.0,0.4444444444444444,0.1111111111111111,0.96041,0.01098668806461977
2.0,0.0,0.4444444444444444,0.16666666666666666,0.93774,0.015683761051528484
2.0,0.0,0.4444444444444444,0.2222222222222222,0.9031140000000001,0.019943030183645915
2.0,0.0,0.4444444444444444,0.2777777777777778,0.8510540000000001,0.027861076130082502
2.0,0.0,0.4444444444444444,0.3333333333333333,0.771696,0.04519163807945677
2.0,0.0,0.4444444444444444,0.38888888888888884,0.6371140000000001,0.10686254822165177
2.0,0.0,0.4444444444444444,0.4444444444444444,0.360654,0.15828734646870601
2.0,0.0,0.4444444444444444,0.5,0.20473399999999997,0.05417709441376713
2.0,0.0,0.5555555555555556,0.0,0.985904,0.005724362029194401
2.0,0.0,0.5555555555555556,0.05555555555555555,0.97676,0.007980838776416322
2.0,0.0,0.5555555555555556,0.1111111111111111,0.963598,0.011093174163694184
2.0,0.0,0.5555555555555556,0.16666666666666666,0.944456,0.014591569202233392
2.0,0.0,0.5555555555555556,0.2222222222222222,0.9168200000000001,0.01876368171503147
2.0,0.0,0.5555555555555556,0.2777777777777778,0.8723779999999999,0.026635352447452264
2.0,0.0,0.5555555555555556,0.3333333333333333,0.776776,0.13032777325252637
2.0,0.0,0.5555555555555556,0.38888888888888884,0.47720999999999997,0.2614670762523035
2.0,0.0,0.5555555555555556,0.4444444444444444,0.209094,0.08752619512847194
