R0,tau,delay,p,q,prob_dieout,mean_R_inf
1.125,3.0,0.75,0.84,0.44,0.819,0.45049
1.125,3.0,0.75,0.615,0.415,0.786,0.45536400000000005
1.125,3.0,1.0,0.945,0.25,0.424,0.5138520000000001
1.125,3.0,1.0,0.84,0.44,0.783,0.45609900000000003
1.125,3.0,1.0,0.615,0.415,0.759,0.460671
1.125,3.0,1.25,0.945,0.25,0.385,0.521443
1.125,3.0,1.25,0.84,0.44,0.765,0.459252
1.125,3.0,1.25,0.615,0.415,0.725,0.46446799999999994
1.125,3.0,1.5,0.945,0.25,0.344,0.525274
1.125,3.0,1.5,0.84,0.44,0.749,0.46091599999999994
1.125,3.0,1.5,0.615,0.415,0.717,0.46573300000000006
1.125,3.0,2.0,0.945,0.25,0.353,0.5234
1.125,3.0,2.0,0.84,0.44,0.773,0.460457
1.125,3.0,2.0,0.615,0.415,0.727,0.467053
1.25,2.5,0.0,0.945,0.25,0.877,0.435621
1.25,2.5,0.0,0.84,0.44,0.931,0.43034100000000003
1.25,2.5,0.0,0.615,0.415,0.927,0.43046700000000004
1.25,2.5,0.25,0.945,0.25,0.346,0.5265989999999999
1.25,2.5,0.25,0.84,0.44,0.729,0.466589
1.25,2.5,0.25,0.615,0.415,0.7,0.470985
1.25,2.5,0.5,0.945,0.25,0.165,0.569484
1.25,2.5,0.5,0.84,0.44,0.569,0.487786
1.25,2.5,0.5,0.615,0.415,0.511,0.49554999999999993
1.25,2.5,0.75,0.945,0.25,0.1,0.592866
1.25,2.5,0.75,0.84,0.44,0.507,0.49882299999999996
1.25,2.5,0.75,0.615,0.415,0.446,0.5071169999999999
1.25,2.5,1.0,0.945,0.25,0.074,0.602641
1.25,2.5,1.0,0.84,0.44,0.466,0.505583
1.25,2.5,1.0,0.615,0.415,0.401,0.514491
1.25,2.5,1.25,0.945,0.25,0.069,0.6074480000000001
1.25,2.5,1.25,0.84,0.44,0.437,0.50776
1.25,2.5,1.25,0.615,0.415,0.377,0.516806
1.25,2.5,1.5,0.945,0.25,0.07,0.602931
1.25,2.5,1.5,0.84,0.44,0.443,0.507328
1.25,2.5,1.5,0.615,0.415,0.382,0.514915
1.25,2.5,2.0,0.945,0.25,0.102,0.581543
1.25,2.5,2.0,0.84,0.44,0.491,0.500419
1.25,2.5,2.0,0.615,0.415,0.445,0.507455
1.25,3.0,0.0,0.945,0.25,0.646,0.479182
1.25,3.0,0.0,0.84,0.44,0.647,0.478204
1.25,3.0,0.0,0.615,0.415,0.647,0.478229
1.25,3.0,0.25,0.945,0.25,0.247,0.543751
1.25,3.0,0.25,0.84,0.44,0.45,0.504448
1.25,3.0,0.25,0.615,0.415,0.448,0.506892
1.25,3.0,0.5,0.945,0.25,0.132,0.57812
1.25,3.0,0.5,0.84,0.44,0.369,0.520364
1.25,3.0,0.5,0.615,0.415,0.326,0.525166
1.25,3.0,0.75,0.945,0.25,0.086,0.598466
1.25,3.0,0.75,0.84,0.44,0.292,0.5311130000000001
1.25,3.0,0.75,0.615,0.415,0.268,0.5368679999999999
1.25,3.0,1.0,0.945,0.25,0.058,0.6114749999999999
1.25,3.0,1.0,0.84,0.44,0.262,0.537808
1.25,3.0,1.0,0.615,0.415,0.228,0.543942
1.25,3.0,1.25,0.945,0.25,0.047,0.617443
1.25,3.0,1.25,0.84,0.44,0.244,0.541038
1.25,3.0,1.25,0.615,0.415,0.201,0.548259
1.25,3.0,1.5,0.945,0.25,0.044,0.6207180000000001
1.25,3.0,1.5,0.84,0.44,0.228,0.5422429999999999
1.25,3.0,1.5,0.615,0.415,0.211,0.549885
1.25,3.0,2.0,0.945,0.25,0.046,0.615496
1.25,3.0,2.0,0.84,0.44,0.245,0.540815
1.25,3.0,2.0,0.615,0.415,0.198,0.548219
1.3125,2.5,0.0,0.945,0.25,0.673,0.477577
1.3125,2.5,0.0,0.84,0.44,0.765,0.464223
1.3125,2.5,0.0,0.615,0.415,0.764,0.464995
1.3125,2.5,0.25,0.945,0.25,0.147,0.5748399999999999
1.3125,2.5,0.25,0.84,0.44,0.457,0.505472
1.3125,2.5,0.25,0.615,0.415,0.434,0.509848
1.3125,2.5,0.5,0.945,0.25,0.056,0.619358
1.3125,2.5,0.5,0.84,0.44,0.316,0.528818
1.3125,2.5,0.5,0.615,0.415,0.267,0.536617
1.3125,2.5,0.75,0.945,0.25,0.029,0.64075
1.3125,2.5,0.75,0.84,0.44,0.241,0.5431159999999999
1.3125,2.5,0.75,0.615,0.415,0.207,0.55084
1.3125,2.5,1.0,0.945,0.25,0.02,0.6487549999999999
1.3125,2.5,1.0,0.84,0.44,0.214,0.5483129999999999
1.3125,2.5,1.0,0.615,0.415,0.163,0.556545
1.3125,2.5,1.25,0.945,0.25,0.013,0.6545380000000001
1.3125,2.5,1.25,0.84,0.44,0.199,0.5500980000000001
1.3125,2.5,1.25,0.615,0.415,0.167,0.559295
1.3125,2.5,1.5,0.945,0.25,0.022,0.648802
1.3125,2.5,1.5,0.84,0.44,0.211,0.547289
1.3125,2.5,1.5,0.615,0.415,0.165,0.5579860000000001
1.3125,2.5,2.0,0.945,0.25,0.026,0.623449
1.3125,2.5,2.0,0.84,0.44,0.243,0.539643
1.3125,2.5,2.0,0.615,0.415,0.2,0.548101
1.3125,3.0,0.0,0.945,0.25,0.38,0.5193009999999999
1.3125,3.0,0.0,0.84,0.44,0.382,0.516424
1.3125,3.0,0.0,0.615,0.415,0.382,0.516466
1.3125,3.0,0.25,0.945,0.25,0.087,0.5902410000000001
1.3125,3.0,0.25,0.84,0.44,0.208,0.545668
1.3125,3.0,0.25,0.615,0.415,0.203,0.548371
1.3125,3.0,0.5,0.945,0.25,0.026,0.625394
1.3125,3.0,0.5,0.84,0.44,0.142,0.5640799999999999
1.3125,3.0,0.5,0.615,0.415,0.125,0.568701
1.3125,3.0,0.75,0.945,0.25,0.013,0.648663
1.3125,3.0,0.75,0.84,0.44,0.106,0.5750709999999999
1.3125,3.0,0.75,0.615,0.415,0.082,0.580923
1.3125,3.0,1.0,0.945,0.25,0.016,0.6579949999999999
1.3125,3.0,1.0,0.84,0.44,0.085,0.581833
1.3125,3.0,1.0,0.615,0.415,0.073,0.588262
1.3125,3.0,1.25,0.945,0.25,0.015,0.6624260000000001
1.3125,3.0,1.25,0.84,0.44,0.075,0.5852390000000001
1.3125,3.0,1.25,0.615,0.415,0.065,0.593733
1.3125,3.0,1.5,0.945,0.25,0.01,0.6668540000000001
1.3125,3.0,1.5,0.84,0.44,0.08,0.586269
1.3125,3.0,1.5,0.615,0.415,0.06,0.5942419999999999
1.3125,3.0,2.0,0.945,0.25,0.01,0.660665
1.3125,3.0,2.0,0.84,0.44,0.073,0.5839610000000001
1.3125,3.0,2.0,0.615,0.415,0.058,0.590021
1.375,2.5,0.0,0.945,0.25,0.448,0.51849
1.375,2.5,0.0,0.84,0.44,0.531,0.49492499999999995
1.375,2.5,0.0,0.615,0.415,0.527,0.49686400000000003
1.375,2.5,0.25,0.945,0.25,0.055,0.6183630000000001
1.375,2.5,0.25,0.84,0.44,0.244,0.54166
1.375,2.5,0.25,0.615,0.415,0.235,0.5471679999999999
1.375,2.5,0.5,0.945,0.25,0.015,0.6577169999999999
1.375,2.5,0.5,0.84,0.44,0.145,0.566097
1.375,2.5,0.5,0.615,0.415,0.121,0.574682
1.375,2.5,0.75,0.945,0.25,0.01,0.6799480000000001
1.375,2.5,0.75,0.84,0.44,0.114,0.5806910000000001
1.375,2.5,0.75,0.615,0.415,0.09,0.588687
1.375,2.5,1.0,0.945,0.25,0.005,0.68907
1.375,2.5,1.0,0.84,0.44,0.095,0.58682
1.375,2.5,1.0,0.615,0.415,0.075,0.5955560000000001
1.375,2.5,1.25,0.945,0.25,0.003,0.691492
1.375,2.5,1.25,0.84,0.44,0.089,0.589097
1.375,2.5,1.25,0.615,0.415,0.068,0.59742
1.375,2.5,1.5,0.945,0.25,0.004,0.68818
1.375,2.5,1.5,0.84,0.44,0.084,0.586287
1.375,2.5,1.5,0.615,0.415,0.074,0.594767
1.375,2.5,2.0,0.945,0.25,0.009,0.661409
1.375,2.5,2.0,0.84,0.44,0.095,0.5736720000000001
1.375,2.5,2.0,0.615,0.415,0.086,0.581572
1.375,3.0,0.0,0.945,0.25,0.181,0.556547
1.375,3.0,0.0,0.84,0.44,0.181,0.550259
1.375,3.0,0.0,0.615,0.415,0.181,0.550501
1.375,3.0,0.25,0.945,0.25,0.032,0.631074
1.375,3.0,0.25,0.84,0.44,0.093,0.581312
1.375,3.0,0.25,0.615,0.415,0.077,0.5856480000000001
1.375,3.0,0.5,0.945,0.25,0.007,0.66564
1.375,3.0,0.5,0.84,0.44,0.055,0.6004929999999999
1.375,3.0,0.5,0.615,0.415,0.045,0.606259
1.375,3.0,0.75,0.945,0.25,0.005,0.685282
1.375,3.0,0.75,0.84,0.44,0.045,0.6142770000000001
1.375,3.0,0.75,0.615,0.415,0.031,0.619904
1.375,3.0,1.0,0.945,0.25,0.003,0.696773
1.375,3.0,1.0,0.84,0.44,0.033,0.620607
1.375,3.0,1.0,0.615,0.415,0.027,0.627119
1.375,3.0,1.25,0.945,0.25,0.005,0.700886
1.375,3.0,1.25,0.84,0.44,0.034,0.6229410000000001
1.375,3.0,1.25,0.615,0.415,0.028,0.6300430000000001
1.375,3.0,1.5,0.945,0.25,0.002,0.7024569999999999
1.375,3.0,1.5,0.84,0.44,0.028,0.625203
1.375,3.0,1.5,0.615,0.415,0.022,0.632595
1.375,3.0,2.0,0.945,0.25,0.002,0.69863
1.375,3.0,2.0,0.84,0.44,0.033,0.619765
1.375,3.0,2.0,0.615,0.415,0.02,0.627746
1.4375,2.5,0.0,0.945,0.25,0.241,0.5596800000000001
1.4375,2.5,0.0,0.84,0.44,0.294,0.5253610000000001
1.4375,2.5,0.0,0.615,0.415,0.294,0.5288999999999999
1.4375,2.5,0.25,0.945,0.25,0.023,0.6528999999999999
1.4375,2.5,0.25,0.84,0.44,0.099,0.576264
1.4375,2.5,0.25,0.615,0.415,0.083,0.5809439999999999
1.4375,2.5,0.5,0.945,0.25,0.006,0.695604
1.4375,2.5,0.5,0.84,0.44,0.054,0.6038510000000001
1.4375,2.5,0.5,0.615,0.415,0.04,0.6115630000000001
1.4375,2.5,0.75,0.945,0.25,0.002,0.71348
1.4375,2.5,0.75,0.84,0.44,0.032,0.6200319999999999
1.4375,2.5,0.75,0.615,0.415,0.024,0.626048
1.4375,2.5,1.0,0.945,0.25,0.001,0.7214480000000001
1.4375,2.5,1.0,0.84,0.44,0.026,0.6241160000000001
1.4375,2.5,1.0,0.615,0.415,0.025,0.631882
1.4375,2.5,1.25,0.945,0.25,0.003,0.725113
1.4375,2.5,1.25,0.84,0.44,0.022,0.6245599999999999
1.4375,2.5,1.25,0.615,0.415,0.016,0.635167
1.4375,2.5,1.5,0.945,0.25,0.001,0.723931
1.4375,2.5,1.5,0.84,0.44,0.03,0.621615
1.4375,2.5,1.5,0.615,0.415,0.018,0.6309210000000001
1.4375,2.5,2.0,0.945,0.25,0.003,0.695442
1.4375,2.5,2.0,0.84,0.44,0.032,0.6074700000000001
1.4375,2.5,2.0,0.615,0.415,0.026,0.615979
1.4375,3.0,0.0,0.945,0.25,0.068,0.5939439999999999
1.4375,3.0,0.0,0.84,0.44,0.07,0.583164
1.4375,3.0,0.0,0.615,0.415,0.07,0.5836999999999999
1.4375,3.0,0.25,0.945,0.25,0.007,0.6667460000000001
1.4375,3.0,0.25,0.84,0.44,0.018,0.616784
1.4375,3.0,0.25,0.615,0.415,0.018,0.6205989999999999
1.4375,3.0,0.5,0.945,0.25,0.001,0.6998199999999999
1.4375,3.0,0.5,0.84,0.44,0.013,0.636861
1.4375,3.0,0.5,0.615,0.415,0.012,0.642584
1.4375,3.0,0.75,0.945,0.25,0.001,0.717928
1.4375,3.0,0.75,0.84,0.44,0.009,0.648807
1.4375,3.0,0.75,0.615,0.415,0.006,0.6545989999999999
1.4375,3.0,1.0,0.945,0.25,0.0,0.727241
1.4375,3.0,1.0,0.84,0.44,0.006,0.657297
1.4375,3.0,1.0,0.615,0.415,0.005,0.6620779999999999
1.4375,3.0,1.25,0.945,0.25,0.0,0.731807
1.4375,3.0,1.25,0.84,0.44,0.006,0.659509
1.4375,3.0,1.25,0.615,0.415,0.004,0.665594
1.4375,3.0,1.5,0.945,0.25,0.001,0.7331
1.4375,3.0,1.5,0.84,0.44,0.005,0.6599149999999999
1.4375,3.0,1.5,0.615,0.415,0.006,0.665738
1.4375,3.0,2.0,0.945,0.25,0.0,0.7303399999999999
1.4375,3.0,2.0,0.84,0.44,0.004,0.655721
1.4375,3.0,2.0,0.615,0.415,0.006,0.662188
1.5,2.5,0.0,0.945,0.25,0.106,0.6019650000000002
1.5,2.5,0.0,0.84,0.44,0.132,0.557637
1.5,2.5,0.0,0.615,0.415,0.131,0.564762
1.5,2.5,0.25,0.945,0.25,0.001,0.690194
1.5,2.5,0.25,0.84,0.44,0.042,0.613459
1.5,2.5,0.25,0.615,0.415,0.034,0.619972
1.5,2.5,0.5,0.945,0.25,0.0,0.727486
1.5,2.5,0.5,0.84,0.44,0.017,0.641749
1.5,2.5,0.5,0.615,0.415,0.009,0.646456
1.5,2.5,0.75,0.945,0.25,0.0,0.7433430000000001
1.5,2.5,0.75,0.84,0.44,0.013,0.657221
1.5,2.5,0.75,0.615,0.415,0.007,0.661514
1.5,2.5,1.0,0.945,0.25,0.0,0.7546020000000001
1.5,2.5,1.0,0.84,0.44,0.011,0.662141
1.5,2.5,1.0,0.615,0.415,0.003,0.669002
1.5,2.5,1.25,0.945,0.25,0.0,0.7565810000000001
1.5,2.5,1.25,0.84,0.44,0.009,0.661032
1.5,2.5,1.25,0.615,0.415,0.004,0.6701220000000001
1.5,2.5,1.5,0.945,0.25,0.0,0.755752
1.5,2.5,1.5,0.84,0.44,0.005,0.657249
1.5,2.5,1.5,0.615,0.415,0.006,0.666599
1.5,2.5,2.0,0.945,0.25,0.0,0.7271599999999999
1.5,2.5,2.0,0.84,0.44,0.014,0.641222
1.5,2.5,2.0,0.615,0.415,0.009,0.65011
1.5,3.0,0.0,0.945,0.25,0.021,0.632608
1.5,3.0,0.0,0.84,0.44,0.021,0.617535
1.5,3.0,0.0,0.615,0.415,0.021,0.6186699999999999
1.5,3.0,0.25,0.945,0.25,0.001,0.702463
1.5,3.0,0.25,0.84,0.44,0.011,0.6513140000000001
1.5,3.0,0.25,0.615,0.415,0.005,0.656524
1.5,3.0,0.5,0.945,0.25,0.0,0.733377
1.5,3.0,0.5,0.84,0.44,0.003,0.672749
1.5,3.0,0.5,0.615,0.415,0.002,0.677942
1.5,3.0,0.75,0.945,0.25,0.0,0.747099
1.5,3.0,0.75,0.84,0.44,0.001,0.6866169999999999
1.5,3.0,0.75,0.615,0.415,0.0,0.689548
1.5,3.0,1.0,0.945,0.25,0.0,0.75625
1.5,3.0,1.0,0.84,0.44,0.002,0.693001
1.5,3.0,1.0,0.615,0.415,0.0,0.695682
1.5,3.0,1.25,0.945,0.25,0.0,0.760449
1.5,3.0,1.25,0.84,0.44,0.0,0.696114
1.5,3.0,1.25,0.615,0.415,0.0,0.698461
1.5,3.0,1.5,0.945,0.25,0.0,0.760443
1.5,3.0,1.5,0.84,0.44,0.001,0.6964349999999999
1.5,3.0,1.5,0.615,0.415,0.0,0.701833
1.5,3.0,2.0,0.945,0.25,0.0,0.760818
1.5,3.0,2.0,0.84,0.44,0.001,0.6894549999999999
1.5,3.0,2.0,0.615,0.415,0.001,0.695475
1.75,2.5,0.0,0.945,0.25,0.001,0.7469300000000001
1.75,2.5,0.0,0.84,0.44,0.001,0.682077
1.75,2.5,0.0,0.615,0.415,0.001,0.7020409999999999
1.75,2.5,0.25,0.945,0.25,0.0,0.800529
1.75,2.5,0.25,0.84,0.44,0.0,0.7445330000000001
1.75,2.5,0.25,0.615,0.415,0.0,0.746649
1.75,2.5,0.5,0.945,0.25,0.0,0.823053
1.75,2.5,0.5,0.84,0.44,0.0,0.774894
1.75,2.5,0.5,0.615,0.415,0.0,0.765967
1.75,2.5,0.75,0.945,0.25,0.0,0.831997
1.75,2.5,0.75,0.84,0.44,0.0,0.7887329999999999
1.75,2.5,0.75,0.615,0.415,0.0,0.7758050000000001
1.75,2.5,1.0,0.945,0.25,0.0,0.837738
1.75,2.5,1.0,0.84,0.44,0.0,0.7935729999999999
1.75,2.5,1.0,0.615,0.415,0.0,0.7816210000000001
1.75,2.5,1.25,0.945,0.25,0.0,0.8386690000000001
1.75,2.5,1.25,0.84,0.44,0.0,0.7911569999999999
1.75,2.5,1.25,0.615,0.415,0.0,0.783466
1.75,2.5,1.5,0.945,0.25,0.0,0.840007
1.75,2.5,1.5,0.84,0.44,0.0,0.783081
1.75,2.5,1.5,0.615,0.415,0.0,0.7831279999999999
1.75,2.5,2.0,0.945,0.25,0.0,0.8294159999999999
1.75,2.5,2.0,0.84,0.44,0.0,0.760335
1.75,2.5,2.0,0.615,0.415,0.0,0.76786
1.75,3.0,0.0,0.945,0.25,0.0,0.7637069999999999
1.75,3.0,0.0,0.84,0.44,0.0,0.7415409999999999
1.75,3.0,0.0,0.615,0.415,0.0,0.745683
1.75,3.0,0.25,0.945,0.25,0.0,0.8071079999999999
1.75,3.0,0.25,0.84,0.44,0.0,0.772128
1.75,3.0,0.25,0.615,0.415,0.0,0.775424
1.75,3.0,0.5,0.945,0.25,0.0,0.8253019999999999
1.75,3.0,0.5,0.84,0.44,0.0,0.7923
1.75,3.0,0.5,0.615,0.415,0.0,0.791327
1.75,3.0,0.75,0.945,0.25,0.0,0.8343430000000001
1.75,3.0,0.75,0.84,0.44,0.0,0.804234
1.75,3.0,0.75,0.615,0.415,0.0,0.798972
1.75,3.0,1.0,0.945,0.25,0.0,0.839108
1.75,3.0,1.0,0.84,0.44,0.0,0.812084
1.75,3.0,1.0,0.615,0.415,0.0,0.803247
1.75,3.0,1.25,0.945,0.25,0.0,0.8418669999999999
1.75,3.0,1.25,0.84,0.44,0.0,0.814731
1.75,3.0,1.25,0.615,0.415,0.0,0.8056420000000001
1.75,3.0,1.5,0.945,0.25,0.0,0.842857
1.75,3.0,1.5,0.84,0.44,0.0,0.8144210000000001
1.75,3.0,1.5,0.615,0.415,0.0,0.806597
1.75,3.0,2.0,0.945,0.25,0.0,0.8449220000000001
1.75,3.0,2.0,0.84,0.44,0.0,0.805212
1.75,3.0,2.0,0.615,0.415,0.0,0.8061200000000002
