R0,tau,delay,p,q,prob_dieout,mean_R_inf
1.375,5.5,0.25,0.945,0.25,0.0,0.6906969999999999
1.375,5.5,0.25,0.84,0.44,0.0,0.6868479999999999
1.375,5.5,0.25,0.615,0.415,0.0,0.6872389999999999
1.375,5.5,0.5,0.945,0.25,0.001,0.6957190000000001
1.375,5.5,0.5,0.84,0.44,0.0,0.689408
1.375,5.5,0.5,0.615,0.415,0.0,0.6901470000000001
1.375,5.5,0.75,0.945,0.25,0.0,0.699857
1.375,5.5,0.75,0.84,0.44,0.0,0.691605
1.375,5.5,0.75,0.615,0.415,0.001,0.692241
1.375,5.5,1.0,0.945,0.25,0.0,0.702362
1.375,5.5,1.0,0.84,0.44,0.001,0.6926279999999999
1.375,5.5,1.0,0.615,0.415,0.0,0.693342
1.375,5.5,1.25,0.945,0.25,0.0,0.7044300000000001
1.375,5.5,1.25,0.84,0.44,0.0,0.693754
1.375,5.5,1.25,0.615,0.415,0.0,0.694921
1.375,5.5,1.5,0.945,0.25,0.0,0.706748
1.375,5.5,1.5,0.84,0.44,0.0,0.6941269999999999
1.375,5.5,1.5,0.615,0.415,0.0,0.695393
1.375,5.5,2.0,0.945,0.25,0.0,0.7097910000000001
1.375,5.5,2.0,0.84,0.44,0.0,0.6959010000000001
1.375,5.5,2.0,0.615,0.415,0.0,0.6971959999999999
1.375,6.0,0.0,0.945,0.25,0.001,0.692601
1.375,6.0,0.0,0.84,0.44,0.001,0.692601
1.375,6.0,0.0,0.615,0.415,0.001,0.692601
1.375,6.0,0.25,0.945,0.25,0.0,0.697961
1.375,6.0,0.25,0.84,0.44,0.0,0.695364
1.375,6.0,0.25,0.615,0.415,0.001,0.695797
1.375,6.0,0.5,0.945,0.25,0.0,0.701321
1.375,6.0,0.5,0.84,0.44,0.0,0.6971600000000001
1.375,6.0,0.5,0.615,0.415,0.0,0.697758
1.375,6.0,0.75,0.945,0.25,0.0,0.7041459999999999
1.375,6.0,0.75,0.84,0.44,0.0,0.698568
1.375,6.0,0.75,0.615,0.415,0.001,0.699206
1.375,6.0,1.0,0.945,0.25,0.0,0.706262
1.375,6.0,1.0,0.84,0.44,0.0,0.699466
1.375,6.0,1.0,0.615,0.415,0.0,0.700213
1.375,6.0,1.25,0.945,0.25,0.0,0.7073299999999999
1.375,6.0,1.25,0.84,0.44,0.0,0.7001510000000001
1.375,6.0,1.25,0.615,0.415,0.0,0.700774
1.375,6.0,1.5,0.945,0.25,0.0,0.7081759999999999
1.375,6.0,1.5,0.84,0.44,0.0,0.7007539999999999
1.375,6.0,1.5,0.615,0.415,0.0,0.7015119999999999
1.375,6.0,2.0,0.945,0.25,0.0,0.7109979999999999
1.375,6.0,2.0,0.84,0.44,0.0,0.701337
1.375,6.0,2.0,0.615,0.415,0.0,0.702562
1.4375,5.5,0.0,0.945,0.25,0.0,0.7159200000000001
1.4375,5.5,0.0,0.84,0.44,0.0,0.7159200000000001
1.4375,5.5,0.0,0.615,0.415,0.0,0.7159200000000001
1.4375,5.5,0.25,0.945,0.25,0.0,0.723025
1.4375,5.5,0.25,0.84,0.44,0.0,0.7198349999999999
1.4375,5.5,0.25,0.615,0.415,0.0,0.7201770000000001
1.4375,5.5,0.5,0.945,0.25,0.0,0.72783
1.4375,5.5,0.5,0.84,0.44,0.0,0.722157
1.4375,5.5,0.5,0.615,0.415,0.0,0.722519
1.4375,5.5,0.75,0.945,0.25,0.0,0.7312580000000001
1.4375,5.5,0.75,0.84,0.44,0.0,0.72403
1.4375,5.5,0.75,0.615,0.415,0.0,0.724682
1.4375,5.5,1.0,0.945,0.25,0.0,0.733463
1.4375,5.5,1.0,0.84,0.44,0.0,0.724994
1.4375,5.5,1.0,0.615,0.415,0.0,0.7260409999999999
1.4375,5.5,1.25,0.945,0.25,0.0,0.736017
1.4375,5.5,1.25,0.84,0.44,0.0,0.72605
1.4375,5.5,1.25,0.615,0.415,0.0,0.726914
1.4375,5.5,1.5,0.945,0.25,0.0,0.738351
1.4375,5.5,1.5,0.84,0.44,0.0,0.7268910000000001
1.4375,5.5,1.5,0.615,0.415,0.0,0.7280540000000001
1.4375,5.5,2.0,0.945,0.25,0.0,0.7409380000000001
1.4375,5.5,2.0,0.84,0.44,0.0,0.72822
1.4375,5.5,2.0,0.615,0.415,0.0,0.728861
1.4375,6.0,0.0,0.945,0.25,0.0,0.725207
1.4375,6.0,0.0,0.84,0.44,0.0,0.725207
1.4375,6.0,0.0,0.615,0.415,0.0,0.725207
1.4375,6.0,0.25,0.945,0.25,0.0,0.729952
1.4375,6.0,0.25,0.84,0.44,0.0,0.727731
1.4375,6.0,0.25,0.615,0.415,0.0,0.727986
1.4375,6.0,0.5,0.945,0.25,0.0,0.7333589999999999
1.4375,6.0,0.5,0.84,0.44,0.0,0.729503
1.4375,6.0,0.5,0.615,0.415,0.0,0.7301610000000001
1.4375,6.0,0.75,0.945,0.25,0.0,0.7354970000000001
1.4375,6.0,0.75,0.84,0.44,0.0,0.730807
1.4375,6.0,0.75,0.615,0.415,0.0,0.7311949999999999
1.4375,6.0,1.0,0.945,0.25,0.0,0.736881
1.4375,6.0,1.0,0.84,0.44,0.0,0.731573
1.4375,6.0,1.0,0.615,0.415,0.0,0.7320619999999999
1.4375,6.0,1.25,0.945,0.25,0.0,0.73838
1.4375,6.0,1.25,0.84,0.44,0.0,0.732069
1.4375,6.0,1.25,0.615,0.415,0.0,0.732803
1.4375,6.0,1.5,0.945,0.25,0.0,0.739081
1.4375,6.0,1.5,0.84,0.44,0.0,0.732433
1.4375,6.0,1.5,0.615,0.415,0.0,0.7335060000000001
1.4375,6.0,2.0,0.945,0.25,0.0,0.74129
1.4375,6.0,2.0,0.84,0.44,0.0,0.733417
1.4375,6.0,2.0,0.615,0.415,0.0,0.734139
1.5,5.5,0.0,0.945,0.25,0.0,0.7454939999999999
1.5,5.5,0.0,0.84,0.44,0.0,0.7454939999999999
1.5,5.5,0.0,0.615,0.415,0.0,0.7454939999999999
1.5,5.5,0.25,0.945,0.25,0.0,0.7516459999999999
1.5,5.5,0.25,0.84,0.44,0.0,0.748538
1.5,5.5,0.25,0.615,0.415,0.0,0.7488519999999999
1.5,5.5,0.5,0.945,0.25,0.0,0.755127
1.5,5.5,0.5,0.84,0.44,0.0,0.750865
1.5,5.5,0.5,0.615,0.415,0.0,0.751486
1.5,5.5,0.75,0.945,0.25,0.0,0.758141
1.5,5.5,0.75,0.84,0.44,0.0,0.752308
1.5,5.5,0.75,0.615,0.415,0.0,0.753076
1.5,5.5,1.0,0.945,0.25,0.0,0.760454
1.5,5.5,1.0,0.84,0.44,0.0,0.7532719999999999
1.5,5.5,1.0,0.615,0.415,0.0,0.754336
1.5,5.5,1.25,0.945,0.25,0.0,0.7620779999999999
1.5,5.5,1.25,0.84,0.44,0.0,0.7539779999999999
1.5,5.5,1.25,0.615,0.415,0.0,0.755047
1.5,5.5,1.5,0.945,0.25,0.0,0.7639360000000001
1.5,5.5,1.5,0.84,0.44,0.0,0.754769
1.5,5.5,1.5,0.615,0.415,0.0,0.755444
1.5,5.5,2.0,0.945,0.25,0.0,0.7667940000000001
1.5,5.5,2.0,0.84,0.44,0.0,0.7563340000000001
1.5,5.5,2.0,0.615,0.415,0.0,0.7573350000000001
1.5,6.0,0.0,0.945,0.25,0.0,0.753573
1.5,6.0,0.0,0.84,0.44,0.0,0.753573
1.5,6.0,0.0,0.615,0.415,0.0,0.753573
1.5,6.0,0.25,0.945,0.25,0.0,0.7575799999999999
1.5,6.0,0.25,0.84,0.44,0.0,0.755687
1.5,6.0,0.25,0.615,0.415,0.0,0.755967
1.5,6.0,0.5,0.945,0.25,0.0,0.759957
1.5,6.0,0.5,0.84,0.44,0.0,0.757221
1.5,6.0,0.5,0.615,0.415,0.0,0.757343
1.5,6.0,0.75,0.945,0.25,0.0,0.7621749999999999
1.5,6.0,0.75,0.84,0.44,0.0,0.7580889999999999
1.5,6.0,0.75,0.615,0.415,0.0,0.7582859999999999
1.5,6.0,1.0,0.945,0.25,0.0,0.763462
1.5,6.0,1.0,0.84,0.44,0.0,0.7587229999999999
1.5,6.0,1.0,0.615,0.415,0.0,0.759165
1.5,6.0,1.25,0.945,0.25,0.0,0.764399
1.5,6.0,1.25,0.84,0.44,0.0,0.759261
1.5,6.0,1.25,0.615,0.415,0.0,0.759613
1.5,6.0,1.5,0.945,0.25,0.0,0.7647710000000001
1.5,6.0,1.5,0.84,0.44,0.0,0.759652
1.5,6.0,1.5,0.615,0.415,0.0,0.760299
1.5,6.0,2.0,0.945,0.25,0.0,0.766865
1.5,6.0,2.0,0.84,0.44,0.0,0.760362
1.5,6.0,2.0,0.615,0.415,0.0,0.760957
1.75,5.5,0.0,0.945,0.25,0.0,0.8380150000000001
1.75,5.5,0.0,0.84,0.44,0.0,0.8380150000000001
1.75,5.5,0.0,0.615,0.415,0.0,0.8380150000000001
1.75,5.5,0.25,0.945,0.25,0.0,0.840429
1.75,5.5,0.25,0.84,0.44,0.0,0.839342
1.75,5.5,0.25,0.615,0.415,0.0,0.8394929999999999
1.75,5.5,0.5,0.945,0.25,0.0,0.842179
1.75,5.5,0.5,0.84,0.44,0.0,0.8404010000000001
1.75,5.5,0.5,0.615,0.415,0.0,0.840625
1.75,5.5,0.75,0.945,0.25,0.0,0.8433039999999999
1.75,5.5,0.75,0.84,0.44,0.0,0.841065
1.75,5.5,0.75,0.615,0.415,0.0,0.841169
1.75,5.5,1.0,0.945,0.25,0.0,0.8441649999999999
1.75,5.5,1.0,0.84,0.44,0.0,0.8416370000000001
1.75,5.5,1.0,0.615,0.415,0.0,0.841617
1.75,5.5,1.25,0.945,0.25,0.0,0.844932
1.75,5.5,1.25,0.84,0.44,0.0,0.8418640000000001
1.75,5.5,1.25,0.615,0.415,0.0,0.842136
1.75,5.5,1.5,0.945,0.25,0.0,0.845782
1.75,5.5,1.5,0.84,0.44,0.0,0.842287
1.75,5.5,1.5,0.615,0.415,0.0,0.8426310000000001
1.75,5.5,2.0,0.945,0.25,0.0,0.8473299999999999
1.75,5.5,2.0,0.84,0.44,0.0,0.8430250000000001
1.75,5.5,2.0,0.615,0.415,0.0,0.8432149999999999
1.75,6.0,0.0,0.945,0.25,0.0,0.8418779999999999
1.75,6.0,0.0,0.84,0.44,0.0,0.8418779999999999
1.75,6.0,0.0,0.615,0.415,0.0,0.8418779999999999
1.75,6.0,0.25,0.945,0.25,0.0,0.84346
1.75,6.0,0.25,0.84,0.44,0.0,0.842776
1.75,6.0,0.25,0.615,0.415,0.0,0.842751
1.75,6.0,0.5,0.945,0.25,0.0,0.844279
1.75,6.0,0.5,0.84,0.44,0.0,0.843182
1.75,6.0,0.5,0.615,0.415,0.0,0.843351
1.75,6.0,0.75,0.945,0.25,0.0,0.845087
1.75,6.0,0.75,0.84,0.44,0.0,0.8436790000000001
1.75,6.0,0.75,0.615,0.415,0.0,0.8438810000000001
1.75,6.0,1.0,0.945,0.25,0.0,0.845642
1.75,6.0,1.0,0.84,0.44,0.0,0.843851
1.75,6.0,1.0,0.615,0.415,0.0,0.844127
1.75,6.0,1.25,0.945,0.25,0.0,0.8458720000000001
1.75,6.0,1.25,0.84,0.44,0.0,0.844089
1.75,6.0,1.25,0.615,0.415,0.0,0.844334
1.75,6.0,1.5,0.945,0.25,0.0,0.8460260000000001
1.75,6.0,1.5,0.84,0.44,0.0,0.844423
1.75,6.0,1.5,0.615,0.415,0.0,0.844346
1.75,6.0,2.0,0.945,0.25,0.0,0.846778
1.75,6.0,2.0,0.84,0.44,0.0,0.844676
1.75,6.0,2.0,0.615,0.415,0.0,0.8448929999999999
