R0,tau,delay,p,q,prob_dieout,mean_R_inf
1.125,5.0,0.5,0.5,0.305,0.302,0.523732
1.125,5.0,0.5,0.615,0.415,0.362,0.51825
1.125,5.0,0.75,0.945,0.25,0.256,0.533922
1.125,5.0,0.75,0.84,0.44,0.342,0.5201140000000001
1.125,5.0,0.75,0.275,0.47,0.346,0.518554
1.125,5.0,0.75,0.055,0.36,0.294,0.5252239999999999
1.125,5.0,0.75,0.5,0.305,0.292,0.52876
1.125,5.0,0.75,0.615,0.415,0.32,0.5211120000000001
1.125,5.0,1.0,0.945,0.25,0.242,0.53704
1.125,5.0,1.0,0.84,0.44,0.316,0.521826
1.125,5.0,1.0,0.275,0.47,0.338,0.5204139999999999
1.125,5.0,1.0,0.055,0.36,0.29,0.525558
1.125,5.0,1.0,0.5,0.305,0.272,0.531388
1.125,5.0,1.0,0.615,0.415,0.32,0.523308
1.125,5.0,1.25,0.945,0.25,0.23,0.541498
1.125,5.0,1.25,0.84,0.44,0.31,0.523618
1.125,5.0,1.25,0.275,0.47,0.324,0.5219739999999999
1.125,5.0,1.25,0.055,0.36,0.298,0.525584
1.125,5.0,1.25,0.5,0.305,0.252,0.534362
1.125,5.0,1.25,0.615,0.415,0.294,0.5252439999999999
1.125,5.0,1.5,0.945,0.25,0.222,0.543164
1.125,5.0,1.5,0.84,0.44,0.308,0.524424
1.125,5.0,1.5,0.275,0.47,0.312,0.522774
1.125,5.0,1.5,0.055,0.36,0.282,0.5260319999999999
1.125,5.0,1.5,0.5,0.305,0.246,0.536134
1.125,5.0,1.5,0.615,0.415,0.278,0.526578
1.125,5.0,2.0,0.945,0.25,0.2,0.547864
1.125,5.0,2.0,0.84,0.44,0.3,0.526254
1.125,5.0,2.0,0.275,0.47,0.318,0.52426
1.125,5.0,2.0,0.055,0.36,0.298,0.526222
1.125,5.0,2.0,0.5,0.305,0.24,0.539134
1.125,5.0,2.0,0.615,0.415,0.29,0.5277280000000001
1.25,4.5,0.0,0.945,0.25,0.12,0.572576
1.25,4.5,0.0,0.84,0.44,0.12,0.572576
1.25,4.5,0.0,0.275,0.47,0.12,0.572774
1.25,4.5,0.0,0.055,0.36,0.068,0.592376
1.25,4.5,0.0,0.5,0.305,0.12,0.5727620000000001
1.25,4.5,0.0,0.615,0.415,0.12,0.572576
1.25,4.5,0.25,0.945,0.25,0.078,0.591274
1.25,4.5,0.25,0.84,0.44,0.088,0.58143
1.25,4.5,0.25,0.275,0.47,0.098,0.5809599999999999
1.25,4.5,0.25,0.055,0.36,0.064,0.595212
1.25,4.5,0.25,0.5,0.305,0.076,0.587918
1.25,4.5,0.25,0.615,0.415,0.09,0.5821400000000001
1.25,4.5,0.5,0.945,0.25,0.044,0.6052820000000001
1.25,4.5,0.5,0.84,0.44,0.084,0.5887319999999999
1.25,4.5,0.5,0.275,0.47,0.078,0.5862200000000001
1.25,4.5,0.5,0.055,0.36,0.07,0.59617
1.25,4.5,0.5,0.5,0.305,0.068,0.5989
1.25,4.5,0.5,0.615,0.415,0.074,0.589624
1.25,4.5,0.75,0.945,0.25,0.036,0.6147
1.25,4.5,0.75,0.84,0.44,0.068,0.5926980000000001
1.25,4.5,0.75,0.275,0.47,0.074,0.5905219999999999
1.25,4.5,0.75,0.055,0.36,0.062,0.597424
1.25,4.5,0.75,0.5,0.305,0.05,0.6053620000000001
1.25,4.5,0.75,0.615,0.415,0.07,0.5943720000000001
1.25,4.5,1.0,0.945,0.25,0.034,0.6200999999999999
1.25,4.5,1.0,0.84,0.44,0.07,0.595144
1.25,4.5,1.0,0.275,0.47,0.064,0.592116
1.25,4.5,1.0,0.055,0.36,0.066,0.597538
1.25,4.5,1.0,0.5,0.305,0.048,0.6098600000000002
1.25,4.5,1.0,0.615,0.415,0.062,0.59767
1.25,4.5,1.25,0.945,0.25,0.034,0.62522
1.25,4.5,1.25,0.84,0.44,0.064,0.59804
1.25,4.5,1.25,0.275,0.47,0.064,0.593766
1.25,4.5,1.25,0.055,0.36,0.066,0.597844
1.25,4.5,1.25,0.5,0.305,0.046,0.612212
1.25,4.5,1.25,0.615,0.415,0.046,0.6000059999999999
1.25,4.5,1.5,0.945,0.25,0.03,0.6299300000000001
1.25,4.5,1.5,0.84,0.44,0.052,0.6003019999999999
1.25,4.5,1.5,0.275,0.47,0.066,0.5948779999999999
1.25,4.5,1.5,0.055,0.36,0.064,0.597392
1.25,4.5,1.5,0.5,0.305,0.032,0.6145
1.25,4.5,1.5,0.615,0.415,0.052,0.602502
1.25,4.5,2.0,0.945,0.25,0.024,0.6354920000000001
1.25,4.5,2.0,0.84,0.44,0.056,0.6016659999999999
1.25,4.5,2.0,0.275,0.47,0.066,0.595464
1.25,4.5,2.0,0.055,0.36,0.054,0.597492
1.25,4.5,2.0,0.5,0.305,0.03,0.6173299999999999
1.25,4.5,2.0,0.615,0.415,0.05,0.605476
1.25,5.0,0.0,0.945,0.25,0.072,0.59063
1.25,5.0,0.0,0.84,0.44,0.072,0.59063
1.25,5.0,0.0,0.275,0.47,0.072,0.590632
1.25,5.0,0.0,0.055,0.36,0.042,0.60525
1.25,5.0,0.0,0.5,0.305,0.072,0.590642
1.25,5.0,0.0,0.615,0.415,0.072,0.59063
1.25,5.0,0.25,0.945,0.25,0.038,0.603994
1.25,5.0,0.25,0.84,0.44,0.058,0.596692
1.25,5.0,0.25,0.275,0.47,0.06,0.596406
1.25,5.0,0.25,0.055,0.36,0.042,0.607032
1.25,5.0,0.25,0.5,0.305,0.05,0.60099
1.25,5.0,0.25,0.615,0.415,0.058,0.5975139999999999
1.25,5.0,0.5,0.945,0.25,0.028,0.612266
1.25,5.0,0.5,0.84,0.44,0.046,0.60148
1.25,5.0,0.5,0.275,0.47,0.042,0.6006379999999999
1.25,5.0,0.5,0.055,0.36,0.04,0.608182
1.25,5.0,0.5,0.5,0.305,0.04,0.609082
1.25,5.0,0.5,0.615,0.415,0.048,0.602424
1.25,5.0,0.75,0.945,0.25,0.032,0.6184200000000001
1.25,5.0,0.75,0.84,0.44,0.044,0.6041340000000001
1.25,5.0,0.75,0.275,0.47,0.048,0.6031620000000001
1.25,5.0,0.75,0.055,0.36,0.036,0.609152
1.25,5.0,0.75,0.5,0.305,0.036,0.6135020000000001
1.25,5.0,0.75,0.615,0.415,0.04,0.6056759999999999
1.25,5.0,1.0,0.945,0.25,0.024,0.6229
1.25,5.0,1.0,0.84,0.44,0.04,0.606654
1.25,5.0,1.0,0.275,0.47,0.046,0.60524
1.25,5.0,1.0,0.055,0.36,0.038,0.6094639999999999
1.25,5.0,1.0,0.5,0.305,0.03,0.616548
1.25,5.0,1.0,0.615,0.415,0.038,0.608158
1.25,5.0,1.25,0.945,0.25,0.022,0.6278299999999999
1.25,5.0,1.25,0.84,0.44,0.04,0.6088120000000001
1.25,5.0,1.25,0.275,0.47,0.04,0.6064980000000001
1.25,5.0,1.25,0.055,0.36,0.036,0.6099079999999999
1.25,5.0,1.25,0.5,0.305,0.024,0.619942
1.25,5.0,1.25,0.615,0.415,0.038,0.6103599999999999
1.25,5.0,1.5,0.945,0.25,0.022,0.63089
1.25,5.0,1.5,0.84,0.44,0.036,0.6095280000000001
1.25,5.0,1.5,0.275,0.47,0.036,0.607352
1.25,5.0,1.5,0.055,0.36,0.036,0.609972
1.25,5.0,1.5,0.5,0.305,0.026,0.6211800000000001
1.25,5.0,1.5,0.615,0.415,0.038,0.611232
1.25,5.0,2.0,0.945,0.25,0.022,0.635232
1.25,5.0,2.0,0.84,0.44,0.034,0.61145
1.25,5.0,2.0,0.275,0.47,0.04,0.6082620000000001
1.25,5.0,2.0,0.055,0.36,0.034,0.609964
1.25,5.0,2.0,0.5,0.305,0.024,0.623668
1.25,5.0,2.0,0.615,0.415,0.034,0.6143160000000001
1.3125,4.5,0.0,0.945,0.25,0.03,0.6168980000000001
1.3125,4.5,0.0,0.84,0.44,0.03,0.6168980000000001
1.3125,4.5,0.0,0.275,0.47,0.03,0.617218
1.3125,4.5,0.0,0.055,0.36,0.014,0.637548
1.3125,4.5,0.0,0.5,0.305,0.03,0.61726
1.3125,4.5,0.0,0.615,0.415,0.03,0.6168980000000001
1.3125,4.5,0.25,0.945,0.25,0.016,0.636966
1.3125,4.5,0.25,0.84,0.44,0.022,0.626322
1.3125,4.5,0.25,0.275,0.47,0.022,0.625602
1.3125,4.5,0.25,0.055,0.36,0.01,0.639818
1.3125,4.5,0.25,0.5,0.305,0.012,0.633462
1.3125,4.5,0.25,0.615,0.415,0.022,0.627976
1.3125,4.5,0.5,0.945,0.25,0.012,0.6496579999999998
1.3125,4.5,0.5,0.84,0.44,0.014,0.6325360000000001
1.3125,4.5,0.5,0.275,0.47,0.02,0.631504
1.3125,4.5,0.5,0.055,0.36,0.008,0.6415460000000001
1.3125,4.5,0.5,0.5,0.305,0.014,0.643576
1.3125,4.5,0.5,0.615,0.415,0.016,0.634586
1.3125,4.5,0.75,0.945,0.25,0.006,0.6586960000000001
1.3125,4.5,0.75,0.84,0.44,0.016,0.6370880000000001
1.3125,4.5,0.75,0.275,0.47,0.018,0.634682
1.3125,4.5,0.75,0.055,0.36,0.01,0.641606
1.3125,4.5,0.75,0.5,0.305,0.012,0.650748
1.3125,4.5,0.75,0.615,0.415,0.014,0.639574
1.3125,4.5,1.0,0.945,0.25,0.006,0.66717
1.3125,4.5,1.0,0.84,0.44,0.014,0.64046
1.3125,4.5,1.0,0.275,0.47,0.016,0.6374299999999999
1.3125,4.5,1.0,0.055,0.36,0.008,0.6412640000000001
1.3125,4.5,1.0,0.5,0.305,0.008,0.6542279999999999
1.3125,4.5,1.0,0.615,0.415,0.012,0.642688
1.3125,4.5,1.25,0.945,0.25,0.006,0.670774
1.3125,4.5,1.25,0.84,0.44,0.016,0.6432380000000001
1.3125,4.5,1.25,0.275,0.47,0.012,0.638694
1.3125,4.5,1.25,0.055,0.36,0.016,0.641654
1.3125,4.5,1.25,0.5,0.305,0.006,0.6567719999999999
1.3125,4.5,1.25,0.615,0.415,0.01,0.645128
1.3125,4.5,1.5,0.945,0.25,0.006,0.67603
1.3125,4.5,1.5,0.84,0.44,0.01,0.645568
1.3125,4.5,1.5,0.275,0.47,0.01,0.638846
1.3125,4.5,1.5,0.055,0.36,0.014,0.64175
1.3125,4.5,1.5,0.5,0.305,0.004,0.658464
1.3125,4.5,1.5,0.615,0.415,0.008,0.64741
1.3125,4.5,2.0,0.945,0.25,0.006,0.6812760000000001
1.3125,4.5,2.0,0.84,0.44,0.014,0.646864
1.3125,4.5,2.0,0.275,0.47,0.014,0.64001
1.3125,4.5,2.0,0.055,0.36,0.016,0.642394
1.3125,4.5,2.0,0.5,0.305,0.006,0.659038
1.3125,4.5,2.0,0.615,0.415,0.01,0.6505719999999999
1.3125,5.0,0.0,0.945,0.25,0.014,0.635652
1.3125,5.0,0.0,0.84,0.44,0.014,0.635652
1.3125,5.0,0.0,0.275,0.47,0.014,0.63566
1.3125,5.0,0.0,0.055,0.36,0.006,0.6499739999999999
1.3125,5.0,0.0,0.5,0.305,0.014,0.6356539999999999
1.3125,5.0,0.0,0.615,0.415,0.014,0.635652
1.3125,5.0,0.25,0.945,0.25,0.006,0.64807
1.3125,5.0,0.25,0.84,0.44,0.008,0.6421960000000001
1.3125,5.0,0.25,0.275,0.47,0.01,0.6417480000000001
1.3125,5.0,0.25,0.055,0.36,0.006,0.65168
1.3125,5.0,0.25,0.5,0.305,0.008,0.646476
1.3125,5.0,0.25,0.615,0.415,0.006,0.642772
1.3125,5.0,0.5,0.945,0.25,0.006,0.657242
1.3125,5.0,0.5,0.84,0.44,0.006,0.6469020000000001
1.3125,5.0,0.5,0.275,0.47,0.008,0.645476
1.3125,5.0,0.5,0.055,0.36,0.006,0.6529360000000001
1.3125,5.0,0.5,0.5,0.305,0.006,0.653064
1.3125,5.0,0.5,0.615,0.415,0.008,0.6473920000000001
1.3125,5.0,0.75,0.945,0.25,0.006,0.6635079999999999
1.3125,5.0,0.75,0.84,0.44,0.006,0.649744
1.3125,5.0,0.75,0.275,0.47,0.008,0.648162
1.3125,5.0,0.75,0.055,0.36,0.006,0.6535039999999999
1.3125,5.0,0.75,0.5,0.305,0.006,0.6593060000000001
1.3125,5.0,0.75,0.615,0.415,0.006,0.6505700000000001
1.3125,5.0,1.0,0.945,0.25,0.002,0.668242
1.3125,5.0,1.0,0.84,0.44,0.008,0.652258
1.3125,5.0,1.0,0.275,0.47,0.006,0.6501220000000001
1.3125,5.0,1.0,0.055,0.36,0.006,0.653808
1.3125,5.0,1.0,0.5,0.305,0.004,0.6611600000000001
1.3125,5.0,1.0,0.615,0.415,0.006,0.6534679999999999
1.3125,5.0,1.25,0.945,0.25,0.004,0.672126
1.3125,5.0,1.25,0.84,0.44,0.006,0.6530499999999999
1.3125,5.0,1.25,0.275,0.47,0.008,0.6513340000000001
1.3125,5.0,1.25,0.055,0.36,0.006,0.6543140000000001
1.3125,5.0,1.25,0.5,0.305,0.006,0.6649839999999999
1.3125,5.0,1.25,0.615,0.415,0.004,0.655768
1.3125,5.0,1.5,0.945,0.25,0.006,0.6763060000000001
1.3125,5.0,1.5,0.84,0.44,0.006,0.6547000000000001
1.3125,5.0,1.5,0.275,0.47,0.004,0.6515519999999999
1.3125,5.0,1.5,0.055,0.36,0.006,0.6545420000000001
1.3125,5.0,1.5,0.5,0.305,0.004,0.665876
1.3125,5.0,1.5,0.615,0.415,0.004,0.656776
1.3125,5.0,2.0,0.945,0.25,0.004,0.6806199999999999
1.3125,5.0,2.0,0.84,0.44,0.004,0.65716
1.3125,5.0,2.0,0.275,0.47,0.006,0.65228
1.3125,5.0,2.0,0.055,0.36,0.004,0.654432
1.3125,5.0,2.0,0.5,0.305,0.006,0.667468
1.3125,5.0,2.0,0.615,0.415,0.006,0.659114
1.375,4.5,0.0,0.945,0.25,0.002,0.653086
1.375,4.5,0.0,0.84,0.44,0.002,0.653086
1.375,4.5,0.0,0.275,0.47,0.002,0.65347
1.375,4.5,0.0,0.055,0.36,0.002,0.6722180000000001
1.375,4.5,0.0,0.5,0.305,0.002,0.653624
1.375,4.5,0.0,0.615,0.415,0.002,0.653086
1.375,4.5,0.25,0.945,0.25,0.002,0.671458
1.375,4.5,0.25,0.84,0.44,0.002,0.662278
1.375,4.5,0.25,0.275,0.47,0.002,0.6618959999999999
1.375,4.5,0.25,0.055,0.36,0.002,0.6743060000000001
1.375,4.5,0.25,0.5,0.305,0.002,0.668846
1.375,4.5,0.25,0.615,0.415,0.002,0.663154
1.375,4.5,0.5,0.945,0.25,0.0,0.684018
1.375,4.5,0.5,0.84,0.44,0.002,0.668162
1.375,4.5,0.5,0.275,0.47,0.002,0.667096
1.375,4.5,0.5,0.055,0.36,0.002,0.6749959999999999
1.375,4.5,0.5,0.5,0.305,0.002,0.6784680000000001
1.375,4.5,0.5,0.615,0.415,0.002,0.669658
1.375,4.5,0.75,0.945,0.25,0.0,0.692896
1.375,4.5,0.75,0.84,0.44,0.002,0.672718
1.375,4.5,0.75,0.275,0.47,0.002,0.6698139999999999
1.375,4.5,0.75,0.055,0.36,0.0,0.6754819999999999
1.375,4.5,0.75,0.5,0.305,0.0,0.683894
1.375,4.5,0.75,0.615,0.415,0.002,0.6743020000000001
1.375,4.5,1.0,0.945,0.25,0.0,0.698746
1.375,4.5,1.0,0.84,0.44,0.0,0.6754799999999999
1.375,4.5,1.0,0.275,0.47,0.002,0.672194
1.375,4.5,1.0,0.055,0.36,0.0,0.6758540000000001
1.375,4.5,1.0,0.5,0.305,0.0,0.6892079999999999
1.375,4.5,1.0,0.615,0.415,0.002,0.678282
1.375,4.5,1.25,0.945,0.25,0.0,0.7042860000000001
1.375,4.5,1.25,0.84,0.44,0.0,0.67857
1.375,4.5,1.25,0.275,0.47,0.0,0.672774
1.375,4.5,1.25,0.055,0.36,0.002,0.67647
1.375,4.5,1.25,0.5,0.305,0.0,0.6901099999999999
1.375,4.5,1.25,0.615,0.415,0.0,0.680562
1.375,4.5,1.5,0.945,0.25,0.0,0.7092180000000001
1.375,4.5,1.5,0.84,0.44,0.002,0.6797799999999999
1.375,4.5,1.5,0.275,0.47,0.002,0.674282
1.375,4.5,1.5,0.055,0.36,0.002,0.6759700000000001
1.375,4.5,1.5,0.5,0.305,0.0,0.691384
1.375,4.5,1.5,0.615,0.415,0.0,0.682798
1.375,4.5,2.0,0.945,0.25,0.0,0.713722
1.375,4.5,2.0,0.84,0.44,0.002,0.682836
1.375,4.5,2.0,0.275,0.47,0.002,0.674902
1.375,4.5,2.0,0.055,0.36,0.0,0.676256
1.375,4.5,2.0,0.5,0.305,0.0,0.692346
1.375,4.5,2.0,0.615,0.415,0.0,0.6849059999999999
1.375,5.0,0.0,0.945,0.25,0.002,0.6710539999999998
1.375,5.0,0.0,0.84,0.44,0.002,0.6710539999999998
1.375,5.0,0.0,0.275,0.47,0.002,0.6710699999999999
1.375,5.0,0.0,0.055,0.36,0.0,0.6841240000000001
1.375,5.0,0.0,0.5,0.305,0.002,0.6710659999999999
1.375,5.0,0.0,0.615,0.415,0.002,0.6710539999999998
1.375,5.0,0.25,0.945,0.25,0.0,0.682964
1.375,5.0,0.25,0.84,0.44,0.0,0.677
1.375,5.0,0.25,0.275,0.47,0.0,0.6767239999999999
1.375,5.0,0.25,0.055,0.36,0.0,0.68621
1.375,5.0,0.25,0.5,0.305,0.0,0.68082
1.375,5.0,0.25,0.615,0.415,0.0,0.677718
1.375,5.0,0.5,0.945,0.25,0.0,0.691198
1.375,5.0,0.5,0.84,0.44,0.0,0.681228
1.375,5.0,0.5,0.275,0.47,0.0,0.680288
1.375,5.0,0.5,0.055,0.36,0.0,0.68669
1.375,5.0,0.5,0.5,0.305,0.0,0.6871079999999999
1.375,5.0,0.5,0.615,0.415,0.0,0.6821160000000001
1.375,5.0,0.75,0.945,0.25,0.0,0.697062
1.375,5.0,0.75,0.84,0.44,0.0,0.684168
1.375,5.0,0.75,0.275,0.47,0.0,0.682898
1.375,5.0,0.75,0.055,0.36,0.0,0.6875760000000001
1.375,5.0,0.75,0.5,0.305,0.0,0.692182
1.375,5.0,0.75,0.615,0.415,0.0,0.68536
1.375,5.0,1.0,0.945,0.25,0.0,0.701376
1.375,5.0,1.0,0.84,0.44,0.0,0.6858240000000001
1.375,5.0,1.0,0.275,0.47,0.0,0.6843539999999999
1.375,5.0,1.0,0.055,0.36,0.0,0.6875920000000001
1.375,5.0,1.0,0.5,0.305,0.0,0.6947440000000001
1.375,5.0,1.0,0.615,0.415,0.0,0.6876939999999999
1.375,5.0,1.25,0.945,0.25,0.0,0.705864
1.375,5.0,1.25,0.84,0.44,0.0,0.6884380000000001
1.375,5.0,1.25,0.275,0.47,0.0,0.6855519999999999
1.375,5.0,1.25,0.055,0.36,0.0,0.6880759999999999
1.375,5.0,1.25,0.5,0.305,0.0,0.697658
1.375,5.0,1.25,0.615,0.415,0.0,0.689228
1.375,5.0,1.5,0.945,0.25,0.0,0.7073740000000001
1.375,5.0,1.5,0.84,0.44,0.0,0.6891179999999999
1.375,5.0,1.5,0.275,0.47,0.0,0.6861220000000001
1.375,5.0,1.5,0.055,0.36,0.0,0.6877300000000001
1.375,5.0,1.5,0.5,0.305,0.0,0.699546
1.375,5.0,1.5,0.615,0.415,0.0,0.691126
1.375,5.0,2.0,0.945,0.25,0.0,0.7125199999999999
1.375,5.0,2.0,0.84,0.44,0.0,0.6913779999999999
1.375,5.0,2.0,0.275,0.47,0.0,0.6868759999999999
1.375,5.0,2.0,0.055,0.36,0.0,0.6879200000000001
1.375,5.0,2.0,0.5,0.305,0.0,0.699736
1.375,5.0,2.0,0.615,0.415,0.0,0.693074
1.4375,4.5,0.0,0.945,0.25,0.0,0.689342
1.4375,4.5,0.0,0.84,0.44,0.0,0.689342
1.4375,4.5,0.0,0.275,0.47,0.0,0.689764
1.4375,4.5,0.0,0.055,0.36,0.0,0.7074179999999999
1.4375,4.5,0.0,0.5,0.305,0.0,0.68996
1.4375,4.5,0.0,0.615,0.415,0.0,0.689342
1.4375,4.5,0.25,0.945,0.25,0.0,0.707148
1.4375,4.5,0.25,0.84,0.44,0.0,0.697982
1.4375,4.5,0.25,0.275,0.47,0.0,0.697656
1.4375,4.5,0.25,0.055,0.36,0.0,0.7085260000000001
1.4375,4.5,0.25,0.5,0.305,0.0,0.703874
1.4375,4.5,0.25,0.615,0.415,0.0,0.698944
1.4375,4.5,0.5,0.945,0.25,0.0,0.719262
1.4375,4.5,0.5,0.84,0.44,0.0,0.7036600000000001
1.4375,4.5,0.5,0.275,0.47,0.0,0.702528
1.4375,4.5,0.5,0.055,0.36,0.0,0.70975
1.4375,4.5,0.5,0.5,0.305,0.0,0.713828
1.4375,4.5,0.5,0.615,0.415,0.0,0.7051900000000001
1.4375,4.5,0.75,0.945,0.25,0.0,0.7268960000000001
1.4375,4.5,0.75,0.84,0.44,0.0,0.70861
1.4375,4.5,0.75,0.275,0.47,0.0,0.7055800000000001
1.4375,4.5,0.75,0.055,0.36,0.0,0.710238
1.4375,4.5,0.75,0.5,0.305,0.0,0.71803
1.4375,4.5,0.75,0.615,0.415,0.0,0.7092539999999999
1.4375,4.5,1.0,0.945,0.25,0.0,0.732902
1.4375,4.5,1.0,0.84,0.44,0.0,0.7111120000000001
1.4375,4.5,1.0,0.275,0.47,0.0,0.7067319999999999
1.4375,4.5,1.0,0.055,0.36,0.0,0.710658
1.4375,4.5,1.0,0.5,0.305,0.0,0.72203
1.4375,4.5,1.0,0.615,0.415,0.0,0.7127259999999999
1.4375,4.5,1.25,0.945,0.25,0.0,0.738584
1.4375,4.5,1.25,0.84,0.44,0.0,0.713268
1.4375,4.5,1.25,0.275,0.47,0.0,0.708502
1.4375,4.5,1.25,0.055,0.36,0.0,0.7106480000000001
1.4375,4.5,1.25,0.5,0.305,0.0,0.724286
1.4375,4.5,1.25,0.615,0.415,0.0,0.7156980000000001
1.4375,4.5,1.5,0.945,0.25,0.0,0.7427760000000001
1.4375,4.5,1.5,0.84,0.44,0.0,0.715596
1.4375,4.5,1.5,0.275,0.47,0.0,0.708722
1.4375,4.5,1.5,0.055,0.36,0.0,0.710472
1.4375,4.5,1.5,0.5,0.305,0.0,0.7251259999999999
1.4375,4.5,1.5,0.615,0.415,0.0,0.7180799999999999
1.4375,4.5,2.0,0.945,0.25,0.0,0.74474
1.4375,4.5,2.0,0.84,0.44,0.0,0.71901
1.4375,4.5,2.0,0.275,0.47,0.0,0.708846
1.4375,4.5,2.0,0.055,0.36,0.0,0.711332
1.4375,4.5,2.0,0.5,0.305,0.0,0.7263379999999999
1.4375,4.5,2.0,0.615,0.415,0.0,0.721116
1.4375,5.0,0.0,0.945,0.25,0.0,0.706692
1.4375,5.0,0.0,0.84,0.44,0.0,0.706692
1.4375,5.0,0.0,0.275,0.47,0.0,0.7067100000000001
1.4375,5.0,0.0,0.055,0.36,0.0,0.7191279999999999
1.4375,5.0,0.0,0.5,0.305,0.0,0.706722
1.4375,5.0,0.0,0.615,0.415,0.0,0.706692
1.4375,5.0,0.25,0.945,0.25,0.0,0.717906
1.4375,5.0,0.25,0.84,0.44,0.0,0.712384
1.4375,5.0,0.25,0.275,0.47,0.0,0.7118399999999999
1.4375,5.0,0.25,0.055,0.36,0.0,0.7202919999999999
1.4375,5.0,0.25,0.5,0.305,0.0,0.7156959999999999
1.4375,5.0,0.25,0.615,0.415,0.0,0.713028
1.4375,5.0,0.5,0.945,0.25,0.0,0.724854
1.4375,5.0,0.5,0.84,0.44,0.0,0.71579
1.4375,5.0,0.5,0.275,0.47,0.0,0.7149460000000001
1.4375,5.0,0.5,0.055,0.36,0.0,0.7213160000000001
1.4375,5.0,0.5,0.5,0.305,0.0,0.721632
1.4375,5.0,0.5,0.615,0.415,0.0,0.7173519999999999
1.4375,5.0,0.75,0.945,0.25,0.0,0.730896
