R0,tau,delay,p,q,prob_dieout,mean_R_inf
1.125,3.5,1.0,0.275,0.47,0.694,0.47196400000000005
1.125,3.5,1.0,0.055,0.36,0.66,0.479316
1.125,3.5,1.0,0.5,0.305,0.454,0.501378
1.125,3.5,1.0,0.615,0.415,0.624,0.48068600000000006
1.125,3.5,1.25,0.945,0.25,0.322,0.5278820000000001
1.125,3.5,1.25,0.84,0.44,0.624,0.4804880000000001
1.125,3.5,1.25,0.275,0.47,0.678,0.474696
1.125,3.5,1.25,0.055,0.36,0.64,0.47959
1.125,3.5,1.25,0.5,0.305,0.458,0.505652
1.125,3.5,1.25,0.615,0.415,0.588,0.485152
1.125,3.5,1.5,0.945,0.25,0.314,0.53028
1.125,3.5,1.5,0.84,0.44,0.61,0.482798
1.125,3.5,1.5,0.275,0.47,0.68,0.476462
1.125,3.5,1.5,0.055,0.36,0.642,0.479956
1.125,3.5,1.5,0.5,0.305,0.442,0.5068919999999999
1.125,3.5,1.5,0.615,0.415,0.564,0.48644
1.125,3.5,2.0,0.945,0.25,0.29,0.536892
1.125,3.5,2.0,0.84,0.44,0.588,0.484624
1.125,3.5,2.0,0.275,0.47,0.662,0.47658000000000006
1.125,3.5,2.0,0.055,0.36,0.634,0.480468
1.125,3.5,2.0,0.5,0.305,0.42,0.509332
1.125,3.5,2.0,0.615,0.415,0.548,0.48982999999999993
1.125,4.0,0.0,0.945,0.25,0.738,0.467922
1.125,4.0,0.0,0.84,0.44,0.738,0.467922
1.125,4.0,0.0,0.275,0.47,0.738,0.46817000000000003
1.125,4.0,0.0,0.055,0.36,0.542,0.493514
1.125,4.0,0.0,0.5,0.305,0.738,0.468276
1.125,4.0,0.0,0.615,0.415,0.738,0.467922
1.125,4.0,0.25,0.945,0.25,0.564,0.49092600000000003
1.125,4.0,0.25,0.84,0.44,0.646,0.478976
1.125,4.0,0.25,0.275,0.47,0.666,0.47815
1.125,4.0,0.25,0.055,0.36,0.514,0.49568999999999996
1.125,4.0,0.25,0.5,0.305,0.584,0.48697
1.125,4.0,0.25,0.615,0.415,0.634,0.47988
1.125,4.0,0.5,0.945,0.25,0.428,0.5081359999999999
1.125,4.0,0.5,0.84,0.44,0.584,0.48707999999999996
1.125,4.0,0.5,0.275,0.47,0.608,0.484914
1.125,4.0,0.5,0.055,0.36,0.506,0.49737400000000004
1.125,4.0,0.5,0.5,0.305,0.5,0.499396
1.125,4.0,0.5,0.615,0.415,0.564,0.489218
1.125,4.0,0.75,0.945,0.25,0.376,0.5187299999999999
1.125,4.0,0.75,0.84,0.44,0.548,0.491722
1.125,4.0,0.75,0.275,0.47,0.574,0.4895479999999999
1.125,4.0,0.75,0.055,0.36,0.494,0.49854999999999994
1.125,4.0,0.75,0.5,0.305,0.422,0.507896
1.125,4.0,0.75,0.615,0.415,0.53,0.49454000000000004
1.125,4.0,1.0,0.945,0.25,0.324,0.526552
1.125,4.0,1.0,0.84,0.44,0.52,0.49562599999999996
1.125,4.0,1.0,0.275,0.47,0.554,0.49180799999999997
1.125,4.0,1.0,0.055,0.36,0.502,0.498442
1.125,4.0,1.0,0.5,0.305,0.382,0.5141760000000001
1.125,4.0,1.0,0.615,0.415,0.502,0.49803
1.125,4.0,1.25,0.945,0.25,0.292,0.53235
1.125,4.0,1.25,0.84,0.44,0.488,0.49832400000000004
1.125,4.0,1.25,0.275,0.47,0.542,0.493884
1.125,4.0,1.25,0.055,0.36,0.502,0.49890200000000007
1.125,4.0,1.25,0.5,0.305,0.376,0.516798
1.125,4.0,1.25,0.615,0.415,0.492,0.500906
1.125,4.0,1.5,0.945,0.25,0.282,0.5371520000000001
1.125,4.0,1.5,0.84,0.44,0.476,0.500296
1.125,4.0,1.5,0.275,0.47,0.528,0.49524
1.125,4.0,1.5,0.055,0.36,0.49,0.499596
1.125,4.0,1.5,0.5,0.305,0.348,0.5187360000000001
1.125,4.0,1.5,0.615,0.415,0.454,0.50333
1.125,4.0,2.0,0.945,0.25,0.26,0.543042
1.125,4.0,2.0,0.84,0.44,0.478,0.501908
1.125,4.0,2.0,0.275,0.47,0.514,0.49581
1.125,4.0,2.0,0.055,0.36,0.484,0.49969600000000003
1.125,4.0,2.0,0.5,0.305,0.334,0.5222899999999999
1.125,4.0,2.0,0.615,0.415,0.424,0.505892
1.25,2.5,0.0,0.945,0.25,0.862,0.43607399999999996
1.25,2.5,0.0,0.84,0.44,0.928,0.430132
1.25,2.5,0.0,0.275,0.47,0.83,0.446606
1.25,2.5,0.0,0.055,0.36,0.532,0.491634
1.25,2.5,0.0,0.5,0.305,0.698,0.460202
1.25,2.5,0.0,0.615,0.415,0.922,0.430274
1.25,2.5,0.25,0.945,0.25,0.358,0.52519
1.25,2.5,0.25,0.84,0.44,0.726,0.46652
1.25,2.5,0.25,0.275,0.47,0.718,0.46708399999999994
1.25,2.5,0.25,0.055,0.36,0.502,0.495964
1.25,2.5,0.25,0.5,0.305,0.458,0.504716
1.25,2.5,0.25,0.615,0.415,0.69,0.470976
1.25,2.5,0.5,0.945,0.25,0.166,0.567918
1.25,2.5,0.5,0.84,0.44,0.56,0.487904
1.25,2.5,0.5,0.275,0.47,0.644,0.47762
1.25,2.5,0.5,0.055,0.36,0.524,0.49676800000000004
1.25,2.5,0.5,0.5,0.305,0.308,0.527448
1.25,2.5,0.5,0.615,0.415,0.484,0.49611400000000005
1.25,2.5,0.75,0.945,0.25,0.104,0.593276
1.25,2.5,0.75,0.84,0.44,0.5,0.499088
1.25,2.5,0.75,0.275,0.47,0.598,0.484574
1.25,2.5,0.75,0.055,0.36,0.52,0.497664
1.25,2.5,0.75,0.5,0.305,0.272,0.5361079999999999
1.25,2.5,0.75,0.615,0.415,0.446,0.507478
1.25,2.5,1.0,0.945,0.25,0.092,0.60115
1.25,2.5,1.0,0.84,0.44,0.478,0.505556
1.25,2.5,1.0,0.275,0.47,0.574,0.48875
1.25,2.5,1.0,0.055,0.36,0.484,0.499394
1.25,2.5,1.0,0.5,0.305,0.216,0.543326
1.25,2.5,1.0,0.615,0.415,0.404,0.515592
1.25,2.5,1.25,0.945,0.25,0.078,0.6087919999999999
1.25,2.5,1.25,0.84,0.44,0.436,0.507788
1.25,2.5,1.25,0.275,0.47,0.548,0.490334
1.25,2.5,1.25,0.055,0.36,0.508,0.498414
1.25,2.5,1.25,0.5,0.305,0.216,0.5475260000000001
1.25,2.5,1.25,0.615,0.415,0.376,0.5172640000000001
1.25,2.5,1.5,0.945,0.25,0.084,0.603068
1.25,2.5,1.5,0.84,0.44,0.444,0.507576
1.25,2.5,1.5,0.275,0.47,0.56,0.491404
1.25,2.5,1.5,0.055,0.36,0.494,0.49877
1.25,2.5,1.5,0.5,0.305,0.208,0.5500499999999999
1.25,2.5,1.5,0.615,0.415,0.378,0.5145259999999999
1.25,2.5,2.0,0.945,0.25,0.102,0.5817299999999999
1.25,2.5,2.0,0.84,0.44,0.478,0.500606
1.25,2.5,2.0,0.275,0.47,0.54,0.491654
1.25,2.5,2.0,0.055,0.36,0.506,0.49816999999999995
1.25,2.5,2.0,0.5,0.305,0.23,0.5489100000000001
1.25,2.5,2.0,0.615,0.415,0.448,0.506974
1.25,3.0,0.0,0.945,0.25,0.644,0.479232
1.25,3.0,0.0,0.84,0.44,0.644,0.47817200000000004
1.25,3.0,0.0,0.275,0.47,0.574,0.48777
1.25,3.0,0.0,0.055,0.36,0.306,0.526766
1.25,3.0,0.0,0.5,0.305,0.528,0.494476
1.25,3.0,0.0,0.615,0.415,0.644,0.478222
1.25,3.0,0.25,0.945,0.25,0.244,0.54543
1.25,3.0,0.25,0.84,0.44,0.448,0.504542
1.25,3.0,0.25,0.275,0.47,0.452,0.504602
1.25,3.0,0.25,0.055,0.36,0.3,0.5297719999999999
1.25,3.0,0.25,0.5,0.305,0.304,0.530634
1.25,3.0,0.25,0.615,0.415,0.456,0.507106
1.25,3.0,0.5,0.945,0.25,0.138,0.579804
1.25,3.0,0.5,0.84,0.44,0.376,0.520856
1.25,3.0,0.5,0.275,0.47,0.396,0.514838
1.25,3.0,0.5,0.055,0.36,0.284,0.531242
1.25,3.0,0.5,0.5,0.305,0.2,0.5496939999999999
1.25,3.0,0.5,0.615,0.415,0.326,0.524956
1.25,3.0,0.75,0.945,0.25,0.082,0.598812
1.25,3.0,0.75,0.84,0.44,0.284,0.531806
1.25,3.0,0.75,0.275,0.47,0.35,0.520228
1.25,3.0,0.75,0.055,0.36,0.276,0.531358
1.25,3.0,0.75,0.5,0.305,0.158,0.5603239999999999
1.25,3.0,0.75,0.615,0.415,0.264,0.537046
1.25,3.0,1.0,0.945,0.25,0.06,0.6116039999999999
1.25,3.0,1.0,0.84,0.44,0.254,0.5378
1.25,3.0,1.0,0.275,0.47,0.338,0.5237820000000001
1.25,3.0,1.0,0.055,0.36,0.262,0.53222
1.25,3.0,1.0,0.5,0.305,0.12,0.567356
1.25,3.0,1.0,0.615,0.415,0.224,0.54441
1.25,3.0,1.25,0.945,0.25,0.048,0.6187619999999999
1.25,3.0,1.25,0.84,0.44,0.238,0.541456
1.25,3.0,1.25,0.275,0.47,0.328,0.525636
1.25,3.0,1.25,0.055,0.36,0.278,0.53193
1.25,3.0,1.25,0.5,0.305,0.136,0.569836
1.25,3.0,1.25,0.615,0.415,0.204,0.548382
1.25,3.0,1.5,0.945,0.25,0.044,0.622072
1.25,3.0,1.5,0.84,0.44,0.24,0.5423479999999999
1.25,3.0,1.5,0.275,0.47,0.32,0.5262760000000001
1.25,3.0,1.5,0.055,0.36,0.282,0.532664
1.25,3.0,1.5,0.5,0.305,0.114,0.571076
1.25,3.0,1.5,0.615,0.415,0.21,0.5504680000000001
1.25,3.0,2.0,0.945,0.25,0.048,0.614102
1.25,3.0,2.0,0.84,0.44,0.244,0.5407339999999999
1.25,3.0,2.0,0.275,0.47,0.322,0.5266900000000001
1.25,3.0,2.0,0.055,0.36,0.272,0.532146
1.25,3.0,2.0,0.5,0.305,0.104,0.574564
1.25,3.0,2.0,0.615,0.415,0.208,0.547692
1.25,3.5,0.0,0.945,0.25,0.368,0.517236
1.25,3.5,0.0,0.84,0.44,0.368,0.517134
1.25,3.5,0.0,0.275,0.47,0.356,0.5212019999999999
1.25,3.5,0.0,0.055,0.36,0.166,0.5540900000000001
1.25,3.5,0.0,0.5,0.305,0.346,0.52346
1.25,3.5,0.0,0.615,0.415,0.368,0.517134
1.25,3.5,0.25,0.945,0.25,0.174,0.5602419999999999
1.25,3.5,0.25,0.84,0.44,0.262,0.5357580000000001
1.25,3.5,0.25,0.275,0.47,0.274,0.535806
1.25,3.5,0.25,0.055,0.36,0.174,0.5561399999999999
1.25,3.5,0.25,0.5,0.305,0.196,0.552202
1.25,3.5,0.25,0.615,0.415,0.258,0.536878
1.25,3.5,0.5,0.945,0.25,0.104,0.587916
1.25,3.5,0.5,0.84,0.44,0.2,0.548052
1.25,3.5,0.5,0.275,0.47,0.22,0.544614
1.25,3.5,0.5,0.055,0.36,0.166,0.5581079999999999
1.25,3.5,0.5,0.5,0.305,0.13,0.5688820000000001
1.25,3.5,0.5,0.615,0.415,0.19,0.550964
1.25,3.5,0.75,0.945,0.25,0.064,0.6049880000000001
1.25,3.5,0.75,0.84,0.44,0.176,0.555424
1.25,3.5,0.75,0.275,0.47,0.196,0.5496559999999999
1.25,3.5,0.75,0.055,0.36,0.156,0.55999
1.25,3.5,0.75,0.5,0.305,0.108,0.5794499999999999
1.25,3.5,0.75,0.615,0.415,0.164,0.560414
1.25,3.5,1.0,0.945,0.25,0.054,0.616768
1.25,3.5,1.0,0.84,0.44,0.162,0.5618080000000001
1.25,3.5,1.0,0.275,0.47,0.174,0.5526939999999999
1.25,3.5,1.0,0.055,0.36,0.154,0.559674
1.25,3.5,1.0,0.5,0.305,0.088,0.585876
1.25,3.5,1.0,0.615,0.415,0.146,0.56614
1.25,3.5,1.25,0.945,0.25,0.044,0.6208019999999999
1.25,3.5,1.25,0.84,0.44,0.154,0.56538
1.25,3.5,1.25,0.275,0.47,0.166,0.554594
1.25,3.5,1.25,0.055,0.36,0.154,0.56007
1.25,3.5,1.25,0.5,0.305,0.078,0.58827
1.25,3.5,1.25,0.615,0.415,0.134,0.5695139999999999
1.25,3.5,1.5,0.945,0.25,0.038,0.626626
1.25,3.5,1.5,0.84,0.44,0.142,0.5666740000000001
1.25,3.5,1.5,0.275,0.47,0.162,0.5553920000000001
1.25,3.5,1.5,0.055,0.36,0.156,0.5598240000000001
1.25,3.5,1.5,0.5,0.305,0.07,0.590946
1.25,3.5,1.5,0.615,0.415,0.128,0.5729879999999999
1.25,3.5,2.0,0.945,0.25,0.046,0.63107
1.25,3.5,2.0,0.84,0.44,0.136,0.568382
1.25,3.5,2.0,0.275,0.47,0.168,0.5558840000000002
1.25,3.5,2.0,0.055,0.36,0.156,0.559606
1.25,3.5,2.0,0.5,0.305,0.066,0.592218
1.25,3.5,2.0,0.615,0.415,0.11,0.5730419999999999
1.25,4.0,0.0,0.945,0.25,0.198,0.548106
1.25,4.0,0.0,0.84,0.44,0.198,0.548106
1.25,4.0,0.0,0.275,0.47,0.196,0.549378
1.25,4.0,0.0,0.055,0.36,0.112,0.5758
1.25,4.0,0.0,0.5,0.305,0.196,0.549586
1.25,4.0,0.0,0.615,0.415,0.198,0.548106
1.25,4.0,0.25,0.945,0.25,0.116,0.5767899999999999
1.25,4.0,0.25,0.84,0.44,0.156,0.5609379999999999
1.25,4.0,0.25,0.275,0.47,0.164,0.56042
1.25,4.0,0.25,0.055,0.36,0.1,0.578068
1.25,4.0,0.25,0.5,0.305,0.134,0.571618
1.25,4.0,0.25,0.615,0.415,0.148,0.5621580000000002
1.25,4.0,0.5,0.945,0.25,0.074,0.59636
1.25,4.0,0.5,0.84,0.44,0.132,0.5696199999999999
1.25,4.0,0.5,0.275,0.47,0.138,0.56697
1.25,4.0,0.5,0.055,0.36,0.102,0.57948
1.25,4.0,0.5,0.5,0.305,0.098,0.584422
1.25,4.0,0.5,0.615,0.415,0.126,0.57147
1.25,4.0,0.75,0.945,0.25,0.064,0.6083959999999999
1.25,4.0,0.75,0.84,0.44,0.122,0.5756699999999999
1.25,4.0,0.75,0.275,0.47,0.126,0.5718439999999999
1.25,4.0,0.75,0.055,0.36,0.106,0.579678
1.25,4.0,0.75,0.5,0.305,0.086,0.5933740000000001
1.25,4.0,0.75,0.615,0.415,0.112,0.5788599999999999
1.25,4.0,1.0,0.945,0.25,0.054,0.615884
1.25,4.0,1.0,0.84,0.44,0.106,0.579794
1.25,4.0,1.0,0.275,0.47,0.114,0.57449
1.25,4.0,1.0,0.055,0.36,0.098,0.5804400000000001
1.25,4.0,1.0,0.5,0.305,0.064,0.5975199999999999
1.25,4.0,1.0,0.615,0.415,0.098,0.5835260000000001
1.25,4.0,1.25,0.945,0.25,0.044,0.6244959999999999
1.25,4.0,1.25,0.84,0.44,0.098,0.583192
1.25,4.0,1.25,0.275,0.47,0.116,0.575762
1.25,4.0,1.25,0.055,0.36,0.102,0.580722
1.25,4.0,1.25,0.5,0.305,0.058,0.600998
1.25,4.0,1.25,0.615,0.415,0.098,0.585476
1.25,4.0,1.5,0.945,0.25,0.038,0.628448
1.25,4.0,1.5,0.84,0.44,0.1,0.585012
1.25,4.0,1.5,0.275,0.47,0.116,0.577528
1.25,4.0,1.5,0.055,0.36,0.104,0.5810360000000001
1.25,4.0,1.5,0.5,0.305,0.046,0.603584
1.25,4.0,1.5,0.615,0.415,0.084,0.5892080000000001
1.25,4.0,2.0,0.945,0.25,0.022,0.6321979999999999
1.25,4.0,2.0,0.84,0.44,0.09,0.5885940000000001
1.25,4.0,2.0,0.275,0.47,0.104,0.5778800000000001
1.25,4.0,2.0,0.055,0.36,0.09,0.58123
1.25,4.0,2.0,0.5,0.305,0.042,0.603604
1.25,4.0,2.0,0.615,0.415,0.076,0.59187
1.3125,2.5,0.0,0.945,0.25,0.66,0.480406
1.3125,2.5,0.0,0.84,0.44,0.762,0.46545600000000004
1.3125,2.5,0.0,0.275,0.47,0.59,0.486652
1.3125,2.5,0.0,0.055,0.36,0.29,0.5305319999999999
1.3125,2.5,0.0,0.5,0.305,0.438,0.506506
1.3125,2.5,0.0,0.615,0.415,0.762,0.466184
1.3125,2.5,0.25,0.945,0.25,0.138,0.576126
1.3125,2.5,0.25,0.84,0.44,0.434,0.5063820000000001
1.3125,2.5,0.25,0.275,0.47,0.442,0.50573
1.3125,2.5,0.25,0.055,0.36,0.25,0.534072
1.3125,2.5,0.25,0.5,0.305,0.21,0.547442
1.3125,2.5,0.25,0.615,0.415,0.422,0.511512
1.3125,2.5,0.5,0.945,0.25,0.056,0.623188
1.3125,2.5,0.5,0.84,0.44,0.294,0.530242
1.3125,2.5,0.5,0.275,0.47,0.36,0.5179400000000001
1.3125,2.5,0.5,0.055,0.36,0.254,0.53538
1.3125,2.5,0.5,0.5,0.305,0.136,0.5679679999999999
1.3125,2.5,0.5,0.615,0.415,0.238,0.5388599999999999
1.3125,2.5,0.75,0.945,0.25,0.038,0.641408
1.3125,2.5,0.75,0.84,0.44,0.224,0.5452400000000001
1.3125,2.5,0.75,0.275,0.47,0.304,0.524364
1.3125,2.5,0.75,0.055,0.36,0.224,0.538114
1.3125,2.5,0.75,0.5,0.305,0.092,0.580172
1.3125,2.5,0.75,0.615,0.415,0.19,0.5529019999999999
1.3125,2.5,1.0,0.945,0.25,0.022,0.649996
1.3125,2.5,1.0,0.84,0.44,0.19,0.550098
1.3125,2.5,1.0,0.275,0.47,0.272,0.5277719999999999
1.3125,2.5,1.0,0.055,0.36,0.226,0.5369680000000001
1.3125,2.5,1.0,0.5,0.305,0.078,0.5863619999999999
1.3125,2.5,1.0,0.615,0.415,0.144,0.558326
1.3125,2.5,1.25,0.945,0.25,0.016,0.6564180000000001
1.3125,2.5,1.25,0.84,0.44,0.172,0.5518019999999999
1.3125,2.5,1.25,0.275,0.47,0.27,0.5296600000000001
1.3125,2.5,1.25,0.055,0.36,0.224,0.53852
1.3125,2.5,1.25,0.5,0.305,0.054,0.588938
1.3125,2.5,1.25,0.615,0.415,0.152,0.561048
1.3125,2.5,1.5,0.945,0.25,0.024,0.650608
1.3125,2.5,1.5,0.84,0.44,0.188,0.548638
1.3125,2.5,1.5,0.275,0.47,0.264,0.531926
1.3125,2.5,1.5,0.055,0.36,0.226,0.537862
1.3125,2.5,1.5,0.5,0.305,0.056,0.59091
1.3125,2.5,1.5,0.615,0.415,0.152,0.559608
1.3125,2.5,2.0,0.945,0.25,0.03,0.625268
1.3125,2.5,2.0,0.84,0.44,0.218,0.54161
1.3125,2.5,2.0,0.275,0.47,0.272,0.5307360000000001
1.3125,2.5,2.0,0.055,0.36,0.228,0.53869
1.3125,2.5,2.0,0.5,0.305,0.072,0.589418
1.3125,2.5,2.0,0.615,0.415,0.184,0.5492859999999999
1.3125,3.0,0.0,0.945,0.25,0.366,0.5203
1.3125,3.0,0.0,0.84,0.44,0.368,0.51752
1.3125,3.0,0.0,0.275,0.47,0.286,0.5305460000000001
1.3125,3.0,0.0,0.055,0.36,0.11,0.567084
1.3125,3.0,0.0,0.5,0.305,0.254,0.540898
1.3125,3.0,0.0,0.615,0.415,0.368,0.51758
1.3125,3.0,0.25,0.945,0.25,0.088,0.5928220000000001
1.3125,3.0,0.25,0.84,0.44,0.188,0.547442
1.3125,3.0,0.25,0.275,0.47,0.192,0.547652
1.3125,3.0,0.25,0.055,0.36,0.1,0.5703959999999999
1.3125,3.0,0.25,0.5,0.305,0.106,0.575642
1.3125,3.0,0.25,0.615,0.415,0.182,0.550056
1.3125,3.0,0.5,0.945,0.25,0.03,0.628308
1.3125,3.0,0.5,0.84,0.44,0.138,0.565552
1.3125,3.0,0.5,0.275,0.47,0.144,0.557556
1.3125,3.0,0.5,0.055,0.36,0.1,0.572822
1.3125,3.0,0.5,0.5,0.305,0.058,0.5950680000000002
1.3125,3.0,0.5,0.615,0.415,0.112,0.570024
1.3125,3.0,0.75,0.945,0.25,0.01,0.65077
1.3125,3.0,0.75,0.84,0.44,0.104,0.576434
1.3125,3.0,0.75,0.275,0.47,0.12,0.5635640000000001
1.3125,3.0,0.75,0.055,0.36,0.078,0.5737940000000001
1.3125,3.0,0.75,0.5,0.305,0.048,0.6056300000000001
1.3125,3.0,0.75,0.615,0.415,0.082,0.582646
