R0,tau,delay,p,q,prob_dieout,mean_R_inf
1.4375,6.0,0.5,0.5,0.305,0.0,0.735484
1.4375,6.0,0.5,0.615,0.415,0.0,0.733692
1.4375,6.0,0.75,0.945,0.25,0.0,0.738904
1.4375,6.0,0.75,0.84,0.44,0.0,0.7342719999999999
1.4375,6.0,0.75,0.275,0.47,0.0,0.733442
1.4375,6.0,0.75,0.055,0.36,0.0,0.7364080000000002
1.4375,6.0,0.75,0.5,0.305,0.0,0.7372420000000001
1.4375,6.0,0.75,0.615,0.415,0.0,0.7348279999999999
1.4375,6.0,1.0,0.945,0.25,0.0,0.7402139999999999
1.4375,6.0,1.0,0.84,0.44,0.0,0.7351060000000001
1.4375,6.0,1.0,0.275,0.47,0.0,0.734368
1.4375,6.0,1.0,0.055,0.36,0.0,0.736386
1.4375,6.0,1.0,0.5,0.305,0.0,0.73853
1.4375,6.0,1.0,0.615,0.415,0.0,0.735446
1.4375,6.0,1.25,0.945,0.25,0.0,0.742276
1.4375,6.0,1.25,0.84,0.44,0.0,0.7356400000000001
1.4375,6.0,1.25,0.275,0.47,0.0,0.73505
1.4375,6.0,1.25,0.055,0.36,0.0,0.736598
1.4375,6.0,1.25,0.5,0.305,0.0,0.73937
1.4375,6.0,1.25,0.615,0.415,0.0,0.73626
1.4375,6.0,1.5,0.945,0.25,0.0,0.742782
1.4375,6.0,1.5,0.84,0.44,0.0,0.7358320000000002
1.4375,6.0,1.5,0.275,0.47,0.0,0.735628
1.4375,6.0,1.5,0.055,0.36,0.0,0.736672
1.4375,6.0,1.5,0.5,0.305,0.0,0.73973
1.4375,6.0,1.5,0.615,0.415,0.0,0.737036
1.4375,6.0,2.0,0.945,0.25,0.0,0.745316
1.4375,6.0,2.0,0.84,0.44,0.0,0.7369880000000001
1.4375,6.0,2.0,0.275,0.47,0.0,0.735738
1.4375,6.0,2.0,0.055,0.36,0.0,0.73677
1.4375,6.0,2.0,0.5,0.305,0.0,0.7416860000000001
1.4375,6.0,2.0,0.615,0.415,0.0,0.737764
1.5,5.5,0.0,0.945,0.25,0.0,0.747298
1.5,5.5,0.0,0.84,0.44,0.0,0.747298
1.5,5.5,0.0,0.275,0.47,0.0,0.747316
1.5,5.5,0.0,0.055,0.36,0.0,0.7541059999999999
1.5,5.5,0.0,0.5,0.305,0.0,0.747298
1.5,5.5,0.0,0.615,0.415,0.0,0.747298
1.5,5.5,0.25,0.945,0.25,0.0,0.7531899999999999
1.5,5.5,0.25,0.84,0.44,0.0,0.750274
1.5,5.5,0.25,0.275,0.47,0.0,0.7502300000000001
1.5,5.5,0.25,0.055,0.36,0.0,0.755296
1.5,5.5,0.25,0.5,0.305,0.0,0.75221
1.5,5.5,0.25,0.615,0.415,0.0,0.750528
1.5,5.5,0.5,0.945,0.25,0.0,0.756626
1.5,5.5,0.5,0.84,0.44,0.0,0.752668
1.5,5.5,0.5,0.275,0.47,0.0,0.751822
1.5,5.5,0.5,0.055,0.36,0.0,0.755798
1.5,5.5,0.5,0.5,0.305,0.0,0.7555619999999998
1.5,5.5,0.5,0.615,0.415,0.0,0.753116
1.5,5.5,0.75,0.945,0.25,0.0,0.760204
1.5,5.5,0.75,0.84,0.44,0.0,0.754154
1.5,5.5,0.75,0.275,0.47,0.0,0.753396
1.5,5.5,0.75,0.055,0.36,0.0,0.7563600000000001
1.5,5.5,0.75,0.5,0.305,0.0,0.757966
1.5,5.5,0.75,0.615,0.415,0.0,0.7548480000000001
1.5,5.5,1.0,0.945,0.25,0.0,0.762378
1.5,5.5,1.0,0.84,0.44,0.0,0.755204
1.5,5.5,1.0,0.275,0.47,0.0,0.754222
1.5,5.5,1.0,0.055,0.36,0.0,0.756502
1.5,5.5,1.0,0.5,0.305,0.0,0.7595340000000002
1.5,5.5,1.0,0.615,0.415,0.0,0.756004
1.5,5.5,1.25,0.945,0.25,0.0,0.763926
1.5,5.5,1.25,0.84,0.44,0.0,0.755776
1.5,5.5,1.25,0.275,0.47,0.0,0.754952
1.5,5.5,1.25,0.055,0.36,0.0,0.756684
1.5,5.5,1.25,0.5,0.305,0.0,0.7608039999999999
1.5,5.5,1.25,0.615,0.415,0.0,0.7567180000000001
1.5,5.5,1.5,0.945,0.25,0.0,0.765722
1.5,5.5,1.5,0.84,0.44,0.0,0.756502
1.5,5.5,1.5,0.275,0.47,0.0,0.7552380000000001
1.5,5.5,1.5,0.055,0.36,0.0,0.75648
1.5,5.5,1.5,0.5,0.305,0.0,0.761846
1.5,5.5,1.5,0.615,0.415,0.0,0.757072
1.5,5.5,2.0,0.945,0.25,0.0,0.7685660000000001
1.5,5.5,2.0,0.84,0.44,0.0,0.7582960000000001
1.5,5.5,2.0,0.275,0.47,0.0,0.756242
1.5,5.5,2.0,0.055,0.36,0.0,0.75675
1.5,5.5,2.0,0.5,0.305,0.0,0.7626000000000001
1.5,5.5,2.0,0.615,0.415,0.0,0.759042
1.5,6.0,0.0,0.945,0.25,0.0,0.7553600000000001
1.5,6.0,0.0,0.84,0.44,0.0,0.7553600000000001
1.5,6.0,0.0,0.275,0.47,0.0,0.7553600000000001
1.5,6.0,0.0,0.055,0.36,0.0,0.759784
1.5,6.0,0.0,0.5,0.305,0.0,0.7553600000000001
1.5,6.0,0.0,0.615,0.415,0.0,0.7553600000000001
1.5,6.0,0.25,0.945,0.25,0.0,0.7593479999999999
1.5,6.0,0.25,0.84,0.44,0.0,0.757614
1.5,6.0,0.25,0.275,0.47,0.0,0.757466
1.5,6.0,0.25,0.055,0.36,0.0,0.760648
1.5,6.0,0.25,0.5,0.305,0.0,0.7587280000000001
1.5,6.0,0.25,0.615,0.415,0.0,0.75775
1.5,6.0,0.5,0.945,0.25,0.0,0.7619779999999999
1.5,6.0,0.5,0.84,0.44,0.0,0.7592939999999999
1.5,6.0,0.5,0.275,0.47,0.0,0.7586759999999999
1.5,6.0,0.5,0.055,0.36,0.0,0.7612239999999999
1.5,6.0,0.5,0.5,0.305,0.0,0.760858
1.5,6.0,0.5,0.615,0.415,0.0,0.7594059999999999
1.5,6.0,0.75,0.945,0.25,0.0,0.764226
1.5,6.0,0.75,0.84,0.44,0.0,0.76001
1.5,6.0,0.75,0.275,0.47,0.0,0.7593880000000001
1.5,6.0,0.75,0.055,0.36,0.0,0.761678
1.5,6.0,0.75,0.5,0.305,0.0,0.7624460000000001
1.5,6.0,0.75,0.615,0.415,0.0,0.760152
1.5,6.0,1.0,0.945,0.25,0.0,0.7656660000000001
1.5,6.0,1.0,0.84,0.44,0.0,0.76077
1.5,6.0,1.0,0.275,0.47,0.0,0.760068
1.5,6.0,1.0,0.055,0.36,0.0,0.761992
1.5,6.0,1.0,0.5,0.305,0.0,0.7634879999999999
1.5,6.0,1.0,0.615,0.415,0.0,0.7610699999999999
1.5,6.0,1.25,0.945,0.25,0.0,0.7663980000000001
1.5,6.0,1.25,0.84,0.44,0.0,0.761124
1.5,6.0,1.25,0.275,0.47,0.0,0.7607419999999999
1.5,6.0,1.25,0.055,0.36,0.0,0.762038
1.5,6.0,1.25,0.5,0.305,0.0,0.7642659999999999
1.5,6.0,1.25,0.615,0.415,0.0,0.7616320000000001
1.5,6.0,1.5,0.945,0.25,0.0,0.7667660000000001
1.5,6.0,1.5,0.84,0.44,0.0,0.7615060000000001
1.5,6.0,1.5,0.275,0.47,0.0,0.760652
1.5,6.0,1.5,0.055,0.36,0.0,0.762164
1.5,6.0,1.5,0.5,0.305,0.0,0.7649320000000001
1.5,6.0,1.5,0.615,0.415,0.0,0.762306
1.5,6.0,2.0,0.945,0.25,0.0,0.768702
1.5,6.0,2.0,0.84,0.44,0.0,0.762202
1.5,6.0,2.0,0.275,0.47,0.0,0.7613520000000001
1.5,6.0,2.0,0.055,0.36,0.0,0.762086
1.5,6.0,2.0,0.5,0.305,0.0,0.766212
1.5,6.0,2.0,0.615,0.415,0.0,0.7627940000000001
1.75,5.5,0.0,0.945,0.25,0.0,0.838216
1.75,5.5,0.0,0.84,0.44,0.0,0.838216
1.75,5.5,0.0,0.275,0.47,0.0,0.838216
1.75,5.5,0.0,0.055,0.36,0.0,0.84124
1.75,5.5,0.0,0.5,0.305,0.0,0.838216
1.75,5.5,0.0,0.615,0.415,0.0,0.838216
1.75,5.5,0.25,0.945,0.25,0.0,0.840796
1.75,5.5,0.25,0.84,0.44,0.0,0.839548
1.75,5.5,0.25,0.275,0.47,0.0,0.83933
1.75,5.5,0.25,0.055,0.36,0.0,0.841792
1.75,5.5,0.25,0.5,0.305,0.0,0.8401620000000001
1.75,5.5,0.25,0.615,0.415,0.0,0.839692
1.75,5.5,0.5,0.945,0.25,0.0,0.842634
1.75,5.5,0.5,0.84,0.44,0.0,0.840638
1.75,5.5,0.5,0.275,0.47,0.0,0.840314
1.75,5.5,0.5,0.055,0.36,0.0,0.8422640000000001
1.75,5.5,0.5,0.5,0.305,0.0,0.841902
1.75,5.5,0.5,0.615,0.415,0.0,0.841084
1.75,5.5,0.75,0.945,0.25,0.0,0.84374
1.75,5.5,0.75,0.84,0.44,0.0,0.841362
1.75,5.5,0.75,0.275,0.47,0.0,0.840858
1.75,5.5,0.75,0.055,0.36,0.0,0.8424559999999999
1.75,5.5,0.75,0.5,0.305,0.0,0.8430519999999999
1.75,5.5,0.75,0.615,0.415,0.0,0.84141
1.75,5.5,1.0,0.945,0.25,0.0,0.844634
1.75,5.5,1.0,0.84,0.44,0.0,0.841936
1.75,5.5,1.0,0.275,0.47,0.0,0.841298
1.75,5.5,1.0,0.055,0.36,0.0,0.842382
1.75,5.5,1.0,0.5,0.305,0.0,0.8437060000000001
1.75,5.5,1.0,0.615,0.415,0.0,0.8419840000000001
1.75,5.5,1.25,0.945,0.25,0.0,0.845286
1.75,5.5,1.25,0.84,0.44,0.0,0.8421279999999999
1.75,5.5,1.25,0.275,0.47,0.0,0.8416439999999998
1.75,5.5,1.25,0.055,0.36,0.0,0.842392
1.75,5.5,1.25,0.5,0.305,0.0,0.84397
1.75,5.5,1.25,0.615,0.415,0.0,0.842312
1.75,5.5,1.5,0.945,0.25,0.0,0.846244
1.75,5.5,1.5,0.84,0.44,0.0,0.842494
1.75,5.5,1.5,0.275,0.47,0.0,0.841992
1.75,5.5,1.5,0.055,0.36,0.0,0.8424839999999999
1.75,5.5,1.5,0.5,0.305,0.0,0.844478
1.75,5.5,1.5,0.615,0.415,0.0,0.84301
1.75,5.5,2.0,0.945,0.25,0.0,0.847894
1.75,5.5,2.0,0.84,0.44,0.0,0.84336
1.75,5.5,2.0,0.275,0.47,0.0,0.842106
1.75,5.5,2.0,0.055,0.36,0.0,0.842718
1.75,5.5,2.0,0.5,0.305,0.0,0.8447319999999999
1.75,5.5,2.0,0.615,0.415,0.0,0.8436220000000001
1.75,6.0,0.0,0.945,0.25,0.0,0.8422
1.75,6.0,0.0,0.84,0.44,0.0,0.8422
1.75,6.0,0.0,0.275,0.47,0.0,0.8422
1.75,6.0,0.0,0.055,0.36,0.0,0.8436419999999999
1.75,6.0,0.0,0.5,0.305,0.0,0.8422
1.75,6.0,0.0,0.615,0.415,0.0,0.8422
1.75,6.0,0.25,0.945,0.25,0.0,0.843738
1.75,6.0,0.25,0.84,0.44,0.0,0.8430819999999999
1.75,6.0,0.25,0.275,0.47,0.0,0.842926
1.75,6.0,0.25,0.055,0.36,0.0,0.84421
1.75,6.0,0.25,0.5,0.305,0.0,0.8433519999999999
1.75,6.0,0.25,0.615,0.415,0.0,0.843064
1.75,6.0,0.5,0.945,0.25,0.0,0.844692
1.75,6.0,0.5,0.84,0.44,0.0,0.8435139999999999
1.75,6.0,0.5,0.275,0.47,0.0,0.843464
1.75,6.0,0.5,0.055,0.36,0.0,0.844624
1.75,6.0,0.5,0.5,0.305,0.0,0.84437
1.75,6.0,0.5,0.615,0.415,0.0,0.8437039999999999
1.75,6.0,0.75,0.945,0.25,0.0,0.8455440000000001
1.75,6.0,0.75,0.84,0.44,0.0,0.844076
1.75,6.0,0.75,0.275,0.47,0.0,0.84389
1.75,6.0,0.75,0.055,0.36,0.0,0.8446779999999999
1.75,6.0,0.75,0.5,0.305,0.0,0.8448340000000001
1.75,6.0,0.75,0.615,0.415,0.0,0.844252
1.75,6.0,1.0,0.945,0.25,0.0,0.84605
1.75,6.0,1.0,0.84,0.44,0.0,0.84429
1.75,6.0,1.0,0.275,0.47,0.0,0.8441
1.75,6.0,1.0,0.055,0.36,0.0,0.84478
1.75,6.0,1.0,0.5,0.305,0.0,0.8455139999999999
1.75,6.0,1.0,0.615,0.415,0.0,0.8444680000000001
1.75,6.0,1.25,0.945,0.25,0.0,0.846224
1.75,6.0,1.25,0.84,0.44,0.0,0.8445
1.75,6.0,1.25,0.275,0.47,0.0,0.8443820000000001
1.75,6.0,1.25,0.055,0.36,0.0,0.844814
1.75,6.0,1.25,0.5,0.305,0.0,0.845376
1.75,6.0,1.25,0.615,0.415,0.0,0.844668
1.75,6.0,1.5,0.945,0.25,0.0,0.846582
1.75,6.0,1.5,0.84,0.44,0.0,0.844828
1.75,6.0,1.5,0.275,0.47,0.0,0.844436
1.75,6.0,1.5,0.055,0.36,0.0,0.8448779999999999
1.75,6.0,1.5,0.5,0.305,0.0,0.845882
1.75,6.0,1.5,0.615,0.415,0.0,0.844836
1.75,6.0,2.0,0.945,0.25,0.0,0.8472540000000001
1.75,6.0,2.0,0.84,0.44,0.0,0.8451120000000001
1.75,6.0,2.0,0.275,0.47,0.0,0.84456
1.75,6.0,2.0,0.055,0.36,0.0,0.8447819999999999
1.75,6.0,2.0,0.5,0.305,0.0,0.846342
1.75,6.0,2.0,0.615,0.415,0.0,0.845212
