p,q,tau,k,beta,gamma,mean_r_inf
0.4444444444444444,0.0,11,3,0.4,0.2,0.89476
0.4444444444444444,0.05555555555555555,11,3,0.4,0.2,0.881437
0.4444444444444444,0.1111111111111111,11,3,0.4,0.2,0.86486
0.4444444444444444,0.16666666666666666,11,3,0.4,0.2,0.850585
0.4444444444444444,0.2222222222222222,11,3,0.4,0.2,0.8359599999999999
0.4444444444444444,0.2777777777777778,11,3,0.4,0.2,0.8197660000000001
0.4444444444444444,0.3333333333333333,11,3,0.4,0.2,0.802692
0.4444444444444444,0.38888888888888884,11,3,0.4,0.2,0.790683
0.4444444444444444,0.4444444444444444,11,3,0.4,0.2,0.7747660000000001
0.4444444444444444,0.5,11,3,0.4,0.2,0.766057
0.5555555555555556,0.0,11,3,0.4,0.2,0.894667
0.5555555555555556,0.05555555555555555,11,3,0.4,0.2,0.880894
0.5555555555555556,0.1111111111111111,11,3,0.4,0.2,0.865642
0.5555555555555556,0.16666666666666666,11,3,0.4,0.2,0.8500310000000001
0.5555555555555556,0.2222222222222222,11,3,0.4,0.2,0.833143
0.5555555555555556,0.2777777777777778,11,3,0.4,0.2,0.818322
0.5555555555555556,0.3333333333333333,11,3,0.4,0.2,0.803087
0.5555555555555556,0.38888888888888884,11,3,0.4,0.2,0.785988
0.5555555555555556,0.4444444444444444,11,3,0.4,0.2,0.77104
0.5555555555555556,0.5,11,3,0.4,0.2,0.7613710000000001
0.6666666666666666,0.0,11,3,0.4,0.2,0.8936379999999999
0.6666666666666666,0.05555555555555555,11,3,0.4,0.2,0.8816849999999999
0.6666666666666666,0.1111111111111111,11,3,0.4,0.2,0.866031
0.6666666666666666,0.16666666666666666,11,3,0.4,0.2,0.8505529999999999
0.6666666666666666,0.2222222222222222,11,3,0.4,0.2,0.835492
0.6666666666666666,0.2777777777777778,11,3,0.4,0.2,0.816769
0.6666666666666666,0.3333333333333333,11,3,0.4,0.2,0.797543
0.6666666666666666,0.38888888888888884,11,3,0.4,0.2,0.780179
0.6666666666666666,0.4444444444444444,11,3,0.4,0.2,0.761571
0.6666666666666666,0.5,11,3,0.4,0.2,0.7453679999999999
0.7777777777777777,0.0,11,3,0.4,0.2,0.895044
0.7777777777777777,0.05555555555555555,11,3,0.4,0.2,0.881485
0.7777777777777777,0.1111111111111111,11,3,0.4,0.2,0.867236
0.7777777777777777,0.16666666666666666,11,3,0.4,0.2,0.851897
0.7777777777777777,0.2222222222222222,11,3,0.4,0.2,0.834716
0.7777777777777777,0.2777777777777778,11,3,0.4,0.2,0.8152
0.7777777777777777,0.3333333333333333,11,3,0.4,0.2,0.795815
0.7777777777777777,0.38888888888888884,11,3,0.4,0.2,0.7751600000000001
0.7777777777777777,0.4444444444444444,11,3,0.4,0.2,0.752912
0.7777777777777777,0.5,11,3,0.4,0.2,0.73766
0.8888888888888888,0.0,11,3,0.4,0.2,0.895865
0.8888888888888888,0.05555555555555555,11,3,0.4,0.2,0.881501
0.8888888888888888,0.1111111111111111,11,3,0.4,0.2,0.8665729999999999
0.8888888888888888,0.16666666666666666,11,3,0.4,0.2,0.85197
0.8888888888888888,0.2222222222222222,11,3,0.4,0.2,0.834094
0.8888888888888888,0.2777777777777778,11,3,0.4,0.2,0.813542
0.8888888888888888,0.3333333333333333,11,3,0.4,0.2,0.7891800000000001
0.8888888888888888,0.38888888888888884,11,3,0.4,0.2,0.7637249999999999
0.8888888888888888,0.4444444444444444,11,3,0.4,0.2,0.742961
0.8888888888888888,0.5,11,3,0.4,0.2,0.7367760000000001
1.0,0.0,11,3,0.4,0.2,0.894209
1.0,0.05555555555555555,11,3,0.4,0.2,0.8815109999999999
1.0,0.1111111111111111,11,3,0.4,0.2,0.8699179999999999
1.0,0.16666666666666666,11,3,0.4,0.2,0.853018
1.0,0.2222222222222222,11,3,0.4,0.2,0.8346939999999999
1.0,0.2777777777777778,11,3,0.4,0.2,0.810787
1.0,0.3333333333333333,11,3,0.4,0.2,0.78135
1.0,0.38888888888888884,11,3,0.4,0.2,0.7533150000000001
1.0,0.4444444444444444,11,3,0.4,0.2,0.7368399999999999
1.0,0.5,11,3,0.4,0.2,0.7352949999999999
