tau,delay,p,q,mean_final_epidemic_fraction,std_final_epidemic_fraction
3,0.0,0.0,0.0,0.8955660000000001,0.024450715357254522
3,0.0,0.0,0.05555555555555555,0.845554,0.03046886009412619
3,0.0,0.0,0.1111111111111111,0.78595,0.037520278134247236
3,0.0,0.0,0.16666666666666666,0.714936,0.04322955815988291
3,0.0,0.0,0.2222222222222222,0.640777,0.04801882004045995
3,0.0,0.0,0.2777777777777778,0.570427,0.04753533716383296
3,0.0,0.0,0.3333333333333333,0.508068,0.04586961300684144
3,0.0,0.0,0.38888888888888884,0.455057,0.04141532300948503
3,0.0,0.0,0.4444444444444444,0.4125,0.04134703831688042
3,0.0,0.0,0.5,0.38097299999999995,0.03661358799442942
3,0.0,0.1111111111111111,0.0,0.8953240000000001,0.02393833887445135
3,0.0,0.1111111111111111,0.05555555555555555,0.851031,0.02903075651483826
3,0.0,0.1111111111111111,0.1111111111111111,0.792922,0.03689212578511768
3,0.0,0.1111111111111111,0.16666666666666666,0.7249329999999999,0.044868091742982084
3,0.0,0.1111111111111111,0.2222222222222222,0.649751,0.051274087325188254
3,0.0,0.1111111111111111,0.2777777777777778,0.573917,0.05071615363214405
3,0.0,0.1111111111111111,0.3333333333333333,0.5045620000000001,0.050632378907116284
3,0.0,0.1111111111111111,0.38888888888888884,0.44588900000000004,0.048583134933843045
3,0.0,0.1111111111111111,0.4444444444444444,0.398834,0.044312639890375004
3,0.0,0.1111111111111111,0.5,0.362527,0.0403053320392078
3,0.0,0.2222222222222222,0.0,0.894209,0.024069829157592215
3,0.0,0.2222222222222222,0.05555555555555555,0.851769,0.03008895119448307
3,0.0,0.2222222222222222,0.1111111111111111,0.7981790000000001,0.03823635675607676
3,0.0,0.2222222222222222,0.16666666666666666,0.735755,0.044650382211484284
3,0.0,0.2222222222222222,0.2222222222222222,0.659375,0.05071542595137528
3,0.0,0.2222222222222222,0.2777777777777778,0.5783610000000001,0.05597871287637199
3,0.0,0.2222222222222222,0.3333333333333333,0.503219,0.05656695908266468
