p,q,tau,k,beta,gamma,mean_r_inf
0.5555555555555556,0.38888888888888884,7,3,0.4,0.2,0.6684200000000001
0.5555555555555556,0.4444444444444444,7,3,0.4,0.2,0.628634
0.5555555555555556,0.5,7,3,0.4,0.2,0.5971590000000001
0.6666666666666666,0.0,7,3,0.4,0.2,0.8948900000000001
0.6666666666666666,0.05555555555555555,7,3,0.4,0.2,0.873501
0.6666666666666666,0.1111111111111111,7,3,0.4,0.2,0.850356
0.6666666666666666,0.16666666666666666,7,3,0.4,0.2,0.822079
0.6666666666666666,0.2222222222222222,7,3,0.4,0.2,0.788985
0.6666666666666666,0.2777777777777778,7,3,0.4,0.2,0.754279
0.6666666666666666,0.3333333333333333,7,3,0.4,0.2,0.71026
0.6666666666666666,0.38888888888888884,7,3,0.4,0.2,0.6675699999999999
0.6666666666666666,0.4444444444444444,7,3,0.4,0.2,0.6186300000000001
0.6666666666666666,0.5,7,3,0.4,0.2,0.579496
0.7777777777777777,0.0,7,3,0.4,0.2,0.895134
0.7777777777777777,0.05555555555555555,7,3,0.4,0.2,0.8770370000000001
0.7777777777777777,0.1111111111111111,7,3,0.4,0.2,0.8539220000000001
0.7777777777777777,0.16666666666666666,7,3,0.4,0.2,0.828787
0.7777777777777777,0.2222222222222222,7,3,0.4,0.2,0.798366
0.7777777777777777,0.2777777777777778,7,3,0.4,0.2,0.759083
0.7777777777777777,0.3333333333333333,7,3,0.4,0.2,0.7157239999999999
0.7777777777777777,0.38888888888888884,7,3,0.4,0.2,0.661307
0.7777777777777777,0.4444444444444444,7,3,0.4,0.2,0.60148
0.7777777777777777,0.5,7,3,0.4,0.2,0.551393
0.8888888888888888,0.0,7,3,0.4,0.2,0.895025
0.8888888888888888,0.05555555555555555,7,3,0.4,0.2,0.878323
0.8888888888888888,0.1111111111111111,7,3,0.4,0.2,0.8584980000000001
0.8888888888888888,0.16666666666666666,7,3,0.4,0.2,0.835001
0.8888888888888888,0.2222222222222222,7,3,0.4,0.2,0.8042650000000001
0.8888888888888888,0.2777777777777778,7,3,0.4,0.2,0.769015
0.8888888888888888,0.3333333333333333,7,3,0.4,0.2,0.717603
0.8888888888888888,0.38888888888888884,7,3,0.4,0.2,0.6507970000000001
0.8888888888888888,0.4444444444444444,7,3,0.4,0.2,0.5707170000000001
0.8888888888888888,0.5,7,3,0.4,0.2,0.5374950000000001
1.0,0.0,7,3,0.4,0.2,0.895676
1.0,0.05555555555555555,7,3,0.4,0.2,0.880079
1.0,0.1111111111111111,7,3,0.4,0.2,0.861241
1.0,0.16666666666666666,7,3,0.4,0.2,0.840463
1.0,0.2222222222222222,7,3,0.4,0.2,0.8125039999999999
1.0,0.2777777777777778,7,3,0.4,0.2,0.77746
1.0,0.3333333333333333,7,3,0.4,0.2,0.719834
1.0,0.38888888888888884,7,3,0.4,0.2,0.6230399999999999
1.0,0.4444444444444444,7,3,0.4,0.2,0.5537580000000001
1.0,0.5,7,3,0.4,0.2,0.537933
