p,q,tau,k,beta,gamma,mean_r_inf
0.7777777777777777,0.2777777777777778,9,3,0.4,0.2,0.78922
0.7777777777777777,0.3333333333333333,9,3,0.4,0.2,0.761962
0.7777777777777777,0.38888888888888884,9,3,0.4,0.2,0.726386
0.7777777777777777,0.4444444444444444,9,3,0.4,0.2,0.697401
0.7777777777777777,0.5,9,3,0.4,0.2,0.66658
0.8888888888888888,0.0,9,3,0.4,0.2,0.894663
0.8888888888888888,0.05555555555555555,9,3,0.4,0.2,0.880109
0.8888888888888888,0.1111111111111111,9,3,0.4,0.2,0.8655660000000001
0.8888888888888888,0.16666666666666666,9,3,0.4,0.2,0.844585
0.8888888888888888,0.2222222222222222,9,3,0.4,0.2,0.821872
0.8888888888888888,0.2777777777777778,9,3,0.4,0.2,0.793566
0.8888888888888888,0.3333333333333333,9,3,0.4,0.2,0.7601850000000001
0.8888888888888888,0.38888888888888884,9,3,0.4,0.2,0.711984
0.8888888888888888,0.4444444444444444,9,3,0.4,0.2,0.679473
0.8888888888888888,0.5,9,3,0.4,0.2,0.652487
1.0,0.0,9,3,0.4,0.2,0.893576
1.0,0.05555555555555555,9,3,0.4,0.2,0.880173
1.0,0.1111111111111111,9,3,0.4,0.2,0.86552
1.0,0.16666666666666666,9,3,0.4,0.2,0.8469639999999999
1.0,0.2222222222222222,9,3,0.4,0.2,0.8255339999999999
1.0,0.2777777777777778,9,3,0.4,0.2,0.7926120000000001
1.0,0.3333333333333333,9,3,0.4,0.2,0.754559
1.0,0.38888888888888884,9,3,0.4,0.2,0.7043600000000001
1.0,0.4444444444444444,9,3,0.4,0.2,0.659744
1.0,0.5,9,3,0.4,0.2,0.6510199999999999
