p,q,tau,k,beta,gamma,mean_r_inf
0.0,0.0,3,3,0.4,0.2,0.895347
0.0,0.05555555555555555,3,3,0.4,0.2,0.846821
0.0,0.1111111111111111,3,3,0.4,0.2,0.784883
0.0,0.16666666666666666,3,3,0.4,0.2,0.7128000000000001
0.0,0.2222222222222222,3,3,0.4,0.2,0.641525
0.0,0.2777777777777778,3,3,0.4,0.2,0.570348
0.0,0.3333333333333333,3,3,0.4,0.2,0.507184
0.0,0.38888888888888884,3,3,0.4,0.2,0.45495900000000006
0.0,0.4444444444444444,3,3,0.4,0.2,0.413685
0.0,0.5,3,3,0.4,0.2,0.38086400000000004
0.1111111111111111,0.0,3,3,0.4,0.2,0.895683
0.1111111111111111,0.05555555555555555,3,3,0.4,0.2,0.851072
0.1111111111111111,0.1111111111111111,3,3,0.4,0.2,0.79299
0.1111111111111111,0.16666666666666666,3,3,0.4,0.2,0.724772
0.1111111111111111,0.2222222222222222,3,3,0.4,0.2,0.6484670000000001
0.1111111111111111,0.2777777777777778,3,3,0.4,0.2,0.573153
0.1111111111111111,0.3333333333333333,3,3,0.4,0.2,0.505008
0.1111111111111111,0.38888888888888884,3,3,0.4,0.2,0.44789599999999996
0.1111111111111111,0.4444444444444444,3,3,0.4,0.2,0.398538
0.1111111111111111,0.5,3,3,0.4,0.2,0.36404
0.2222222222222222,0.0,3,3,0.4,0.2,0.895899
0.2222222222222222,0.05555555555555555,3,3,0.4,0.2,0.855026
0.2222222222222222,0.1111111111111111,3,3,0.4,0.2,0.8001699999999999
0.2222222222222222,0.16666666666666666,3,3,0.4,0.2,0.7327180000000001
0.2222222222222222,0.2222222222222222,3,3,0.4,0.2,0.6606209999999999
0.2222222222222222,0.2777777777777778,3,3,0.4,0.2,0.5823389999999999
0.2222222222222222,0.3333333333333333,3,3,0.4,0.2,0.503876
0.2222222222222222,0.38888888888888884,3,3,0.4,0.2,0.43650900000000004
0.2222222222222222,0.4444444444444444,3,3,0.4,0.2,0.383863
0.2222222222222222,0.5,3,3,0.4,0.2,0.341784
0.3333333333333333,0.0,3,3,0.4,0.2,0.895339
0.3333333333333333,0.05555555555555555,3,3,0.4,0.2,0.856039
0.3333333333333333,0.1111111111111111,3,3,0.4,0.2,0.807109
0.3333333333333333,0.16666666666666666,3,3,0.4,0.2,0.743952
0.3333333333333333,0.2222222222222222,3,3,0.4,0.2,0.669492
0.3333333333333333,0.2777777777777778,3,3,0.4,0.2,0.58489
0.3333333333333333,0.3333333333333333,3,3,0.4,0.2,0.503764
