p,q,tau,mean_r_inf
0.0,0.0,5,0.8341000000000001
0.0,0.05555555555555555,5,0.7793
0.0,0.1111111111111111,5,0.7232000000000001
0.0,0.16666666666666666,5,0.6908
0.0,0.2222222222222222,5,0.6281000000000001
0.0,0.2777777777777778,5,0.6222999999999999
0.0,0.3333333333333333,5,0.5680999999999999
0.0,0.38888888888888884,5,0.543
0.0,0.4444444444444444,5,0.5330999999999999
0.0,0.5,5,0.5690000000000001
0.1111111111111111,0.0,5,0.8202999999999999
0.1111111111111111,0.05555555555555555,5,0.8006
0.1111111111111111,0.1111111111111111,5,0.739
0.1111111111111111,0.16666666666666666,5,0.7307
0.1111111111111111,0.2222222222222222,5,0.6409
0.1111111111111111,0.2777777777777778,5,0.6133000000000001
0.1111111111111111,0.3333333333333333,5,0.6067
0.1111111111111111,0.38888888888888884,5,0.5573
0.1111111111111111,0.4444444444444444,5,0.5406
0.1111111111111111,0.5,5,0.527
0.2222222222222222,0.0,5,0.8412999999999998
0.2222222222222222,0.05555555555555555,5,0.8039
0.2222222222222222,0.1111111111111111,5,0.7404999999999999
0.2222222222222222,0.16666666666666666,5,0.7089000000000001
0.2222222222222222,0.2222222222222222,5,0.6893
0.2222222222222222,0.2777777777777778,5,0.6176999999999999
0.2222222222222222,0.3333333333333333,5,0.5955999999999999
0.2222222222222222,0.38888888888888884,5,0.5754
0.2222222222222222,0.4444444444444444,5,0.5447
0.2222222222222222,0.5,5,0.48769999999999997
0.3333333333333333,0.0,5,0.8204
0.3333333333333333,0.05555555555555555,5,0.7796
0.3333333333333333,0.1111111111111111,5,0.7343999999999999
0.3333333333333333,0.16666666666666666,5,0.7102
0.3333333333333333,0.2222222222222222,5,0.6527000000000001
0.3333333333333333,0.2777777777777778,5,0.5967
0.3333333333333333,0.3333333333333333,5,0.5610999999999999
0.3333333333333333,0.38888888888888884,5,0.5531
0.3333333333333333,0.4444444444444444,5,0.5478000000000001
0.3333333333333333,0.5,5,0.5138
0.4444444444444444,0.0,5,0.8428000000000001
0.4444444444444444,0.05555555555555555,5,0.7948999999999999
0.4444444444444444,0.1111111111111111,5,0.7499
0.4444444444444444,0.16666666666666666,5,0.6986000000000001
0.4444444444444444,0.2222222222222222,5,0.6477
0.4444444444444444,0.2777777777777778,5,0.6481
0.4444444444444444,0.3333333333333333,5,0.5925
0.4444444444444444,0.38888888888888884,5,0.5402
0.4444444444444444,0.4444444444444444,5,0.4901
0.4444444444444444,0.5,5,0.4843
0.5555555555555556,0.0,5,0.8474999999999999
0.5555555555555556,0.05555555555555555,5,0.7862
0.5555555555555556,0.1111111111111111,5,0.7555
0.5555555555555556,0.16666666666666666,5,0.7126999999999999
0.5555555555555556,0.2222222222222222,5,0.6766
0.5555555555555556,0.2777777777777778,5,0.6404
0.5555555555555556,0.3333333333333333,5,0.5845999999999999
0.5555555555555556,0.38888888888888884,5,0.5116999999999999
0.5555555555555556,0.4444444444444444,5,0.48949999999999994
0.5555555555555556,0.5,5,0.44369999999999993
0.6666666666666666,0.0,5,0.8030999999999999
0.6666666666666666,0.05555555555555555,5,0.793
0.6666666666666666,0.1111111111111111,5,0.7138000000000001
0.6666666666666666,0.16666666666666666,5,0.72
0.6666666666666666,0.2222222222222222,5,0.6559
0.6666666666666666,0.2777777777777778,5,0.6565000000000001
0.6666666666666666,0.3333333333333333,5,0.5599999999999999
0.6666666666666666,0.38888888888888884,5,0.48860000000000003
0.6666666666666666,0.4444444444444444,5,0.4662
0.6666666666666666,0.5,5,0.4549
0.7777777777777777,0.0,5,0.8119
0.7777777777777777,0.05555555555555555,5,0.7887000000000001
0.7777777777777777,0.1111111111111111,5,0.7630000000000001
0.7777777777777777,0.16666666666666666,5,0.7387
0.7777777777777777,0.2222222222222222,5,0.6793
0.7777777777777777,0.2777777777777778,5,0.6248
0.7777777777777777,0.3333333333333333,5,0.5816000000000001
0.7777777777777777,0.38888888888888884,5,0.512
0.7777777777777777,0.4444444444444444,5,0.4542
0.7777777777777777,0.5,5,0.45439999999999997
0.8888888888888888,0.0,5,0.8417
0.8888888888888888,0.05555555555555555,5,0.7914
0.8888888888888888,0.1111111111111111,5,0.7941
0.8888888888888888,0.16666666666666666,5,0.7011999999999999
0.8888888888888888,0.2222222222222222,5,0.7022
0.8888888888888888,0.2777777777777778,5,0.6341000000000001
0.8888888888888888,0.3333333333333333,5,0.5439999999999999
0.8888888888888888,0.38888888888888884,5,0.4429
0.8888888888888888,0.4444444444444444,5,0.4223
0.8888888888888888,0.5,5,0.45030000000000003
1.0,0.0,5,0.8456999999999999
1.0,0.05555555555555555,5,0.7963
1.0,0.1111111111111111,5,0.7598
1.0,0.16666666666666666,5,0.6949999999999998
1.0,0.2222222222222222,5,0.6924999999999999
1.0,0.2777777777777778,5,0.5862
1.0,0.3333333333333333,5,0.5117999999999999
1.0,0.38888888888888884,5,0.44820000000000004
1.0,0.4444444444444444,5,0.4383
1.0,0.5,5,0.43870000000000003
0.0,0.0,10,0.8168
0.0,0.05555555555555555,10,0.7949999999999999
0.0,0.1111111111111111,10,0.8039999999999999
0.0,0.16666666666666666,10,0.7809000000000001
0.0,0.2222222222222222,10,0.7634
0.0,0.2777777777777778,10,0.7641000000000001
0.0,0.3333333333333333,10,0.7303
0.0,0.38888888888888884,10,0.7513
0.0,0.4444444444444444,10,0.7131000000000001
0.0,0.5,10,0.7320999999999999
0.1111111111111111,0.0,10,0.8375
0.1111111111111111,0.05555555555555555,10,0.8112
0.1111111111111111,0.1111111111111111,10,0.7952000000000001
0.1111111111111111,0.16666666666666666,10,0.7763
0.1111111111111111,0.2222222222222222,10,0.7615999999999999
0.1111111111111111,0.2777777777777778,10,0.7472000000000001
0.1111111111111111,0.3333333333333333,10,0.7853
0.1111111111111111,0.38888888888888884,10,0.7496
0.1111111111111111,0.4444444444444444,10,0.7236
0.1111111111111111,0.5,10,0.7407
0.2222222222222222,0.0,10,0.8324
0.2222222222222222,0.05555555555555555,10,0.8009000000000001
0.2222222222222222,0.1111111111111111,10,0.8205
0.2222222222222222,0.16666666666666666,10,0.7887
0.2222222222222222,0.2222222222222222,10,0.7749999999999999
0.2222222222222222,0.2777777777777778,10,0.7724
0.2222222222222222,0.3333333333333333,10,0.7296
0.2222222222222222,0.38888888888888884,10,0.7489000000000001
0.2222222222222222,0.4444444444444444,10,0.7226
0.2222222222222222,0.5,10,0.7104
0.3333333333333333,0.0,10,0.8187
0.3333333333333333,0.05555555555555555,10,0.8096
0.3333333333333333,0.1111111111111111,10,0.7998
0.3333333333333333,0.16666666666666666,10,0.7948999999999999
0.3333333333333333,0.2222222222222222,10,0.7607000000000002
0.3333333333333333,0.2777777777777778,10,0.7486
0.3333333333333333,0.3333333333333333,10,0.7316
0.3333333333333333,0.38888888888888884,10,0.7408
0.3333333333333333,0.4444444444444444,10,0.672
0.3333333333333333,0.5,10,0.7021999999999999
0.4444444444444444,0.0,10,0.8298
0.4444444444444444,0.05555555555555555,10,0.8251
0.4444444444444444,0.1111111111111111,10,0.7867
0.4444444444444444,0.16666666666666666,10,0.7621
0.4444444444444444,0.2222222222222222,10,0.7619
0.4444444444444444,0.2777777777777778,10,0.7492000000000001
0.4444444444444444,0.3333333333333333,10,0.7237
0.4444444444444444,0.38888888888888884,10,0.7356
0.4444444444444444,0.4444444444444444,10,0.7255
0.4444444444444444,0.5,10,0.7140000000000001
0.5555555555555556,0.0,10,0.8267
0.5555555555555556,0.05555555555555555,10,0.8111
0.5555555555555556,0.1111111111111111,10,0.7795000000000001
0.5555555555555556,0.16666666666666666,10,0.7745000000000001
0.5555555555555556,0.2222222222222222,10,0.7713000000000001
0.5555555555555556,0.2777777777777778,10,0.7437
0.5555555555555556,0.3333333333333333,10,0.7094000000000001
0.5555555555555556,0.38888888888888884,10,0.7406
0.5555555555555556,0.4444444444444444,10,0.6666999999999998
0.5555555555555556,0.5,10,0.7087
0.6666666666666666,0.0,10,0.8235000000000001
0.6666666666666666,0.05555555555555555,10,0.7991
0.6666666666666666,0.1111111111111111,10,0.7899
0.6666666666666666,0.16666666666666666,10,0.7785
0.6666666666666666,0.2222222222222222,10,0.7448
0.6666666666666666,0.2777777777777778,10,0.7659
0.6666666666666666,0.3333333333333333,10,0.7339
0.6666666666666666,0.38888888888888884,10,0.6942999999999999
0.6666666666666666,0.4444444444444444,10,0.7015
0.6666666666666666,0.5,10,0.7110999999999998
0.7777777777777777,0.0,10,0.8352
0.7777777777777777,0.05555555555555555,10,0.7958000000000001
0.7777777777777777,0.1111111111111111,10,0.7884
0.7777777777777777,0.16666666666666666,10,0.7644
0.7777777777777777,0.2222222222222222,10,0.7509
0.7777777777777777,0.2777777777777778,10,0.741
0.7777777777777777,0.3333333333333333,10,0.7029
0.7777777777777777,0.38888888888888884,10,0.7190000000000001
0.7777777777777777,0.4444444444444444,10,0.708
0.7777777777777777,0.5,10,0.7083
0.8888888888888888,0.0,10,0.8443999999999999
0.8888888888888888,0.05555555555555555,10,0.7976
0.8888888888888888,0.1111111111111111,10,0.7651
0.8888888888888888,0.16666666666666666,10,0.7508999999999999
0.8888888888888888,0.2222222222222222,10,0.7604
0.8888888888888888,0.2777777777777778,10,0.6988000000000001
0.8888888888888888,0.3333333333333333,10,0.6849
0.8888888888888888,0.38888888888888884,10,0.6745000000000001
0.8888888888888888,0.4444444444444444,10,0.6938000000000001
0.8888888888888888,0.5,10,0.6974999999999999
1.0,0.0,10,0.8206999999999999
1.0,0.05555555555555555,10,0.8122000000000001
1.0,0.1111111111111111,10,0.7905
1.0,0.16666666666666666,10,0.7642
1.0,0.2222222222222222,10,0.7524
1.0,0.2777777777777778,10,0.6869000000000001
1.0,0.3333333333333333,10,0.7197
1.0,0.38888888888888884,10,0.6955
1.0,0.4444444444444444,10,0.7074999999999999
1.0,0.5,10,0.7127000000000001
0.0,0.0,15,0.8080999999999999
0.0,0.05555555555555555,15,0.8206
0.0,0.1111111111111111,15,0.8051
0.0,0.16666666666666666,15,0.8112
0.0,0.2222222222222222,15,0.8202999999999999
0.0,0.2777777777777778,15,0.8035
0.0,0.3333333333333333,15,0.8241999999999999
0.0,0.38888888888888884,15,0.7889999999999999
0.0,0.4444444444444444,15,0.7987
0.0,0.5,15,0.7947
0.1111111111111111,0.0,15,0.8237
0.1111111111111111,0.05555555555555555,15,0.8298
0.1111111111111111,0.1111111111111111,15,0.8320000000000001
0.1111111111111111,0.16666666666666666,15,0.8078
0.1111111111111111,0.2222222222222222,15,0.7936
0.1111111111111111,0.2777777777777778,15,0.8184999999999999
0.1111111111111111,0.3333333333333333,15,0.7928
0.1111111111111111,0.38888888888888884,15,0.8008
0.1111111111111111,0.4444444444444444,15,0.8107999999999999
0.1111111111111111,0.5,15,0.7857000000000001
0.2222222222222222,0.0,15,0.8371000000000001
0.2222222222222222,0.05555555555555555,15,0.8361000000000001
0.2222222222222222,0.1111111111111111,15,0.7943
0.2222222222222222,0.16666666666666666,15,0.8159000000000001
0.2222222222222222,0.2222222222222222,15,0.8261000000000001
0.2222222222222222,0.2777777777777778,15,0.7876999999999998
0.2222222222222222,0.3333333333333333,15,0.8039
0.2222222222222222,0.38888888888888884,15,0.7772
0.2222222222222222,0.4444444444444444,15,0.807
0.2222222222222222,0.5,15,0.78
0.3333333333333333,0.0,15,0.8427000000000001
0.3333333333333333,0.05555555555555555,15,0.825
0.3333333333333333,0.1111111111111111,15,0.8100999999999999
0.3333333333333333,0.16666666666666666,15,0.8237
0.3333333333333333,0.2222222222222222,15,0.8118000000000001
0.3333333333333333,0.2777777777777778,15,0.8015000000000001
0.3333333333333333,0.3333333333333333,15,0.7928999999999999
0.3333333333333333,0.38888888888888884,15,0.7834999999999999
0.3333333333333333,0.4444444444444444,15,0.8096
0.3333333333333333,0.5,15,0.7869999999999999
0.4444444444444444,0.0,15,0.8368
0.4444444444444444,0.05555555555555555,15,0.7996
0.4444444444444444,0.1111111111111111,15,0.8093999999999999
0.4444444444444444,0.16666666666666666,15,0.8231000000000002
0.4444444444444444,0.2222222222222222,15,0.8067
0.4444444444444444,0.2777777777777778,15,0.7881
0.4444444444444444,0.3333333333333333,15,0.7924
0.4444444444444444,0.38888888888888884,15,0.7963
0.4444444444444444,0.4444444444444444,15,0.7903000000000001
