tau,delay,p,q,mean_final_epidemic_fraction,std_final_epidemic_fraction
3,0.0,0.4583333333333333,0.14583333333333331,0.774,0.1803607496103296
3,0.0,0.4583333333333333,0.16666666666666666,0.716,0.17643695757975425
3,0.0,0.4583333333333333,0.1875,0.664,0.15485477067239486
3,0.0,0.4583333333333333,0.20833333333333331,0.618,0.06496152707564684
3,0.0,0.4583333333333333,0.22916666666666666,0.6779999999999999,0.19473058311420938
3,0.0,0.4583333333333333,0.25,0.4720000000000001,0.13553597308463905
3,0.0,0.4583333333333333,0.2708333333333333,0.484,0.1424078649513432
3,0.0,0.4583333333333333,0.29166666666666663,0.42000000000000004,0.21771541057077243
3,0.0,0.4583333333333333,0.3125,0.42400000000000004,0.22244100341438852
3,0.0,0.4583333333333333,0.3333333333333333,0.43200000000000005,0.21428952377566196
3,0.0,0.4583333333333333,0.35416666666666663,0.36,0.20772578077840986
3,0.0,0.4583333333333333,0.375,0.354,0.16964669168598603
3,0.0,0.4583333333333333,0.3958333333333333,0.354,0.19982492337043442
3,0.0,0.4583333333333333,0.41666666666666663,0.304,0.11013627921806693
3,0.0,0.4583333333333333,0.4375,0.312,0.102810505299799
3,0.0,0.4583333333333333,0.4583333333333333,0.3,0.13638181696985857
3,0.0,0.4583333333333333,0.47916666666666663,0.298,0.13198484761517135
